"maprojid","magencyacro","magencyname","typecategory","totalplannedcommit","commit_total","spent_total"
"057F1FTRENOV","FDNY","Fire Department","Fixed Asset","2027000","439654.28","0"
"057F1-OAC","FDNY","Fire Department","Fixed Asset","14434000","0.00","492143.23"
"057F204CLEAR","FDNY","Fire Department","Fixed Asset","6000000","298855.84","0"
"057F204FT317","FDNY","Fire Department","Fixed Asset","0","0.00","473086.16"
"057F204FT400","FDNY","Fire Department","Fixed Asset","0","0","0"
"057F204FT420","FDNY","Fire Department","Fixed Asset","1800000","161359.01","0"
"057F204FTGAS","FDNY","Fire Department","Fixed Asset","13071000","0","0"
"057F204MSUMC","FDNY","Fire Department","Fixed Asset","14000","51659.97","88271.41"
"057F204RAND1","FDNY","Fire Department","Fixed Asset","302000","302258.03","0"
"057F204SHADE","FDNY","Fire Department","Fixed Asset","0","0","0"
"057F204TRAN3","FDNY","Fire Department","Fixed Asset","15350000","700046.65","1549528.48"
"057F212APPDM","FDNY","Fire Department","Fixed Asset","0","43877.31","2067859.69"
"057F212FIRES","FDNY","Fire Department","Fixed Asset","5284000","353500","37800"
"057F212NERIS","FDNY","Fire Department","Fixed Asset","1716000","18.94","1325515.02"
"057F212PCS21","FDNY","Fire Department","Fixed Asset","4338000","0","0"
"057FD109FSFS","FDNY","Fire Department","Fixed Asset","85000","0","0"
"057FD175D152","FDNY","Fire Department","Fixed Asset","125000","76911.6","0"
"057FD175D153","FDNY","Fire Department","Fixed Asset","0","0.00","99310.83"
"057FD175D156","FDNY","Fire Department","Fixed Asset","125000","76911.6","0"
"057FD175D214","FDNY","Fire Department","Fixed Asset","0","0.00","52992.61"
"057FD175D230","FDNY","Fire Department","Fixed Asset","0","0.00","50170.41"
"057FD175D241","FDNY","Fire Department","Fixed Asset","0","0.00","57380.41"
"057FD175D262","FDNY","Fire Department","Fixed Asset","0","0","80724"
"057FD175D270","FDNY","Fire Department","Fixed Asset","250000","190899.05","0"
"057FD175D271","FDNY","Fire Department","Fixed Asset","0","0","141950"
"057FD175D281","FDNY","Fire Department","Fixed Asset","0","0.00","125575.83"
"057FD175D287","FDNY","Fire Department","Fixed Asset","0","0.00","102040.33"
"057FD175D288","FDNY","Fire Department","Fixed Asset","280000","157807.29","0"
"057FD175D291","FDNY","Fire Department","Fixed Asset","0","0","138242"
"057FD175D311","FDNY","Fire Department","Fixed Asset","38000","0.00","87084.68"
"057FD175D314","FDNY","Fire Department","Fixed Asset","31000","0.00","94142.82"
"057FD175D316","FDNY","Fire Department","Fixed Asset","0","0.0","67857.6"
"057FD175D324","FDNY","Fire Department","Fixed Asset","0","0","90895"
"057FD175DE15","FDNY","Fire Department","Fixed Asset","0","0.00","118674.83"
"057FD175DE21","FDNY","Fire Department","Fixed Asset","0","0.00","73592.61"
"057FD175DE22","FDNY","Fire Department","Fixed Asset","0","0","138096"
"057FD175DE95","FDNY","Fire Department","Fixed Asset","75000","0","0"
"057FD175DR44","FDNY","Fire Department","Fixed Asset","0","0.00","62194.13"
"057FD175DR70","FDNY","Fire Department","Fixed Asset","35000","89587.12","0"
"057FD175DRE5","FDNY","Fire Department","Fixed Asset","0","0","68023"
"057FD175DRS3","FDNY","Fire Department","Fixed Asset","69000","0","0"
"057FD175DRS4","FDNY","Fire Department","Fixed Asset","70000","0","0"
"057FD175DRS8","FDNY","Fire Department","Fixed Asset","69000","0","0"
"057FD175DS20","FDNY","Fire Department","Fixed Asset","69000","0","0"
"057FD175DS32","FDNY","Fire Department","Fixed Asset","69000","0","0"
"057FD175DS47","FDNY","Fire Department","Fixed Asset","68000","0","0"
"057FD175DS61","FDNY","Fire Department","Fixed Asset","0","0.00","59079.91"
"057FD175E287","FDNY","Fire Department","Fixed Asset","200000","0","0"
"057FD175K221","FDNY","Fire Department","Fixed Asset","1200000","0","0"
"057FD175K316","FDNY","Fire Department","Fixed Asset","1200000","0","0"
"057FD175KT96","FDNY","Fire Department","Fixed Asset","1622000","111989.08","149360.86"
"057FD175M156","FDNY","Fire Department","Fixed Asset","1800000","0","0"
"057FD175M329","FDNY","Fire Department","Fixed Asset","2600000","0","0"
"057FD175MC62","FDNY","Fire Department","Fixed Asset","1400000","0","0"
"057FD175MC96","FDNY","Fire Department","Fixed Asset","2200000","0","0"
"057FD175W154","FDNY","Fire Department","Fixed Asset","0","0.00","370126.43"
"057FD175W166","FDNY","Fire Department","Fixed Asset","0","0.00","431673.53"
"057FD175W245","FDNY","Fire Department","Fixed Asset","0","0.00","261462.09"
"057FD175W248","FDNY","Fire Department","Fixed Asset","0","0.00","160906.64"
"057FD175W288","FDNY","Fire Department","Fixed Asset","300000","0","0"
"057FD175WHZT","FDNY","Fire Department","Fixed Asset","300000","0","0"
"057FD175WN22","FDNY","Fire Department","Fixed Asset","164000","5500.00","384015.85"
"057FD175WN28","FDNY","Fire Department","Fixed Asset","13000","40367.57","514600.87"
"057FK175W257","FDNY","Fire Department","Fixed Asset","600000","0","0"
"057FQ175K307","FDNY","Fire Department","Fixed Asset","1121000","12724.52","65801.29"
"057FX175WN46","FDNY","Fire Department","Fixed Asset","84000","0.00","290603.57"
"057ID21WDR82","FDNY","Fire Department","Fixed Asset","11000","395886.75","2302973.53"
"057SANDCNCAB","FDNY","Fire Department","Fixed Asset","0","512018.14","330649.52"
"057SANDCNDIT","FDNY","Fire Department","Fixed Asset","37852000","0","0"
"057SANDCNINS","FDNY","Fire Department","Fixed Asset","6464000","673097.00","7131783.80"
"057SANDCNJCI","FDNY","Fire Department","Fixed Asset","242000","0","0"
"057SANDHMES4","FDNY","Fire Department","Fixed Asset","1026000","7109.01","180810.37"
"057SEED-EC72","FDNY","Fire Department","Fixed Asset","1500000","1136550.53","361380.78"
"068150RESTAK","ACS","Administration for Children's Services","Fixed Asset","0","0","0"
"068ACSPDF","ACS","Administration for Children's Services","Fixed Asset","32898000","0","0"
"068BARSTOW","ACS","Administration for Children's Services","Fixed Asset","303000","350372.88","703395.53"
"068CROSSHVAC","ACS","Administration for Children's Services","Fixed Asset","3000000","0","0"
"068CSK002NLC","ACS","Administration for Children's Services","Fixed Asset","23000","0","226900"
"068CWFFP","ACS","Administration for Children's Services","Fixed Asset","0","0","0"
"068DCSTRUC","ACS","Administration for Children's Services","Fixed Asset","0","0","0"
"068EMQREN","ACS","Administration for Children's Services","Fixed Asset","50000000","0","0"
"068FAFREPL","ACS","Administration for Children's Services","Fixed Asset","0","0","0"
"068HORIHVAC","ACS","Administration for Children's Services","Fixed Asset","3000000","0","0"
"068HPEEOLEOS","ACS","Administration for Children's Services","Fixed Asset","1883000","184432.74","3044958.64"
"068HQRELOCA","ACS","Administration for Children's Services","Fixed Asset","1184000","1113338.76","8819232.50"
"068HYPERCONV","ACS","Administration for Children's Services","Fixed Asset","318000","0","0"
"068NORTHCLIN","ACS","Administration for Children's Services","Fixed Asset","281000","0","0"
"068WEBGATE","ACS","Administration for Children's Services","Fixed Asset","88000","0.00","978116.48"
"068WEBGATERE","ACS","Administration for Children's Services","Fixed Asset","870000","0","0"
"071ACEDHS801","DHS","Department of Homeless Services","Fixed Asset","115000","0","0"
"071HH105BPAU","DHS","Department of Homeless Services","Fixed Asset","0","130139.52","4250345.72"
"071HH105HEAT","DHS","Department of Homeless Services","Fixed Asset","601000","352371.69","247676.36"
"057FD175E249","FDNY","Fire Department","Fixed Asset","0","0","0"
"057FM175WN76","FDNY","Fire Department","Fixed Asset","0","0.00","339121.54"
"057FQ175W275","FDNY","Fire Department","Fixed Asset","221000","0.00","278998.04"
"071HH112AVED","DHS","Department of Homeless Services","Fixed Asset","2971000","0","0"
"071HH112BAFS","DHS","Department of Homeless Services","Fixed Asset","4978000","0","0"
"071HH112BLSB","DHS","Department of Homeless Services","Fixed Asset","38750000","0","0"
"071HH112BLWB","DHS","Department of Homeless Services","Fixed Asset","4133000","0","0"
"071HH112FRRF","DHS","Department of Homeless Services","Fixed Asset","711000","2339000","0"
"071HH112HBAT","DHS","Department of Homeless Services","Fixed Asset","5920000","0","0"
"071HH112HHAC","DHS","Department of Homeless Services","Fixed Asset","3360000","0","0"
"071HH112HINT","DHS","Department of Homeless Services","Fixed Asset","8600000","0","0"
"071HH112HLET","DHS","Department of Homeless Services","Fixed Asset","14596000","0","0"
"071HH112HSHP","DHS","Department of Homeless Services","Fixed Asset","4400000","0","0"
"071HH112HWFA","DHS","Department of Homeless Services","Fixed Asset","0","0","0"
"071HH112KTFR","DHS","Department of Homeless Services","Fixed Asset","171000","105889.68","864646.30"
"071HH112LEDV","DHS","Department of Homeless Services","Fixed Asset","1000000","0","0"
"071HH112LFER","DHS","Department of Homeless Services","Fixed Asset","450000","42520","37480"
"071HH112LINT","DHS","Department of Homeless Services","Fixed Asset","504000","0","0"
"071HH112LMEP","DHS","Department of Homeless Services","Fixed Asset","1950000","150000","0"
"071HH112LXBR","DHS","Department of Homeless Services","Fixed Asset","2707000","0","0"
"071HH112PJAB","DHS","Department of Homeless Services","Fixed Asset","7093000","0","0"
"071HH112PJFS","DHS","Department of Homeless Services","Fixed Asset","5974000","0","0"
"071HH112PSBH","DHS","Department of Homeless Services","Fixed Asset","2000000","0","0"
"071HH112PSST","DHS","Department of Homeless Services","Fixed Asset","10000000","0","0"
"071HH112RFEL","DHS","Department of Homeless Services","Fixed Asset","23953000","0","0"
"071HH112SWBU","DHS","Department of Homeless Services","Fixed Asset","39720000","0","0"
"071HH112THBH","DHS","Department of Homeless Services","Fixed Asset","10500000","0","0"
"071HH112THBR","DHS","Department of Homeless Services","Fixed Asset","1100000","0","0"
"071HH112THEU","DHS","Department of Homeless Services","Fixed Asset","1000000","0","0"
"071HH112THEV","DHS","Department of Homeless Services","Fixed Asset","748000","68000","0"
"071HH115BEXT","DHS","Department of Homeless Services","Fixed Asset","3400000","0","0"
"071HH115BINT","DHS","Department of Homeless Services","Fixed Asset","7920000","0","0"
"071HH115BWWP","DHS","Department of Homeless Services","Fixed Asset","1000000","0","0"
"071HH115DMEP","DHS","Department of Homeless Services","Fixed Asset","1000000","0","0"
"071HH115FBME","DHS","Department of Homeless Services","Fixed Asset","924000","0","0"
"071HH115HOBU","DHS","Department of Homeless Services","Fixed Asset","9118000","0","0"
"071HH115HOEV","DHS","Department of Homeless Services","Fixed Asset","1000000","0","0"
"071HH115MMEP","DHS","Department of Homeless Services","Fixed Asset","275000","14600","10400"
"072C75RMSCAC","DOC","Department of Correction","Fixed Asset","5000","67238.56","3187915.01"
"071HH112FAFC","DHS","Department of Homeless Services","Fixed Asset","1693000","0","0"
"071HH112HMED","DHS","Department of Homeless Services","Fixed Asset","460000","15000","25000"
"071HH112KTEX","DHS","Department of Homeless Services","Fixed Asset","456000","0","0"
"071HH115BWRF","DHS","Department of Homeless Services","Fixed Asset","5193000","24125.72","58874.28"
"071HH115NLBR","DHS","Department of Homeless Services","Fixed Asset","3845000","0","0"
"071HH115SEXT","DHS","Department of Homeless Services","Fixed Asset","8008000","0","0"
"071HH115SINT","DHS","Department of Homeless Services","Fixed Asset","576000","0","0"
"071HH115SMEP","DHS","Department of Homeless Services","Fixed Asset","384000","0","0"
"071HH115SNBH","DHS","Department of Homeless Services","Fixed Asset","2022000","0","0"
"071HH115STEP","DHS","Department of Homeless Services","Fixed Asset","1056000","0","96000"
"071HH115UNFL","DHS","Department of Homeless Services","Fixed Asset","360000","0","0"
"071HHDN129SP","DHS","Department of Homeless Services","Fixed Asset","719000","0","0"
"071HHDNWPRI","DHS","Department of Homeless Services","Fixed Asset","2157000","0","0"
"071HHMN129SP","DHS","Department of Homeless Services","Fixed Asset","300000","0","0"
"071SOLARDHS1","DHS","Department of Homeless Services","Fixed Asset","0","0","0"
"071SOLARDHS2","DHS","Department of Homeless Services","Fixed Asset","0","0","0"
"071SOLARDHS3","DHS","Department of Homeless Services","Fixed Asset","0","0","0"
"072BBJCCCBK","DOC","Department of Correction","Fixed Asset","1900000","0","0"
"072BBJCCM","DOC","Department of Correction","Fixed Asset","20625000","0","0"
"072BBJCCQ","DOC","Department of Correction","Fixed Asset","20900000","0","0"
"072C-101LRF2","DOC","Department of Correction","Fixed Asset","558000","0","0"
"072C117ADMIN","DOC","Department of Correction","Fixed Asset","0","0","0"
"072C117CITY","DOC","Department of Correction","Fixed Asset","3944000","0","0"
"072C117DWIQA","DOC","Department of Correction","Fixed Asset","1000","1100","665967"
"072C117PISGN","DOC","Department of Correction","Fixed Asset","674000","0","0"
"072C117WATCH","DOC","Department of Correction","Fixed Asset","63000","0","0"
"072C138FSPH2","DOC","Department of Correction","Fixed Asset","1500000","0","0"
"072C138FSYS","DOC","Department of Correction","Fixed Asset","81000","928013.43","21164319.25"
"072C138GRFS2","DOC","Department of Correction","Fixed Asset","145000","7766.53","2561439.82"
"072C138NCFS2","DOC","Department of Correction","Fixed Asset","65000","19870","754123"
"072C75ACCGN","DOC","Department of Correction","Fixed Asset","423000","0","0"
"072C75ADANIC","DOC","Department of Correction","Fixed Asset","17000","22312.75","575369.33"
"072C75BOILER","DOC","Department of Correction","Fixed Asset","1430000","0","0"
"072C75CFEED","DOC","Department of Correction","Fixed Asset","1100000","0","0"
"072C75CTURB","DOC","Department of Correction","Fixed Asset","7586000","4864491.61","2519039.39"
"072C75-ELEV","DOC","Department of Correction","Fixed Asset","1000000","32310.58","3085195.01"
"072C75ENTGRV","DOC","Department of Correction","Fixed Asset","726000","0.00","569789.06"
"072C75ENTNC","DOC","Department of Correction","Fixed Asset","0","42798.00","336194.40"
"072C75FACREC","DOC","Department of Correction","Fixed Asset","0","0","0"
"072C75FENCE1","DOC","Department of Correction","Fixed Asset","0","461709.94","13283476.36"
"072C75FENCE4","DOC","Department of Correction","Fixed Asset","3300000","0","0"
"072C75-GCELL","DOC","Department of Correction","Fixed Asset","0","0","0"
"072C75GPARK","DOC","Department of Correction","Fixed Asset","0","0","0"
"072C75MARINA","DOC","Department of Correction","Fixed Asset","4620000","0","0"
"072C75NBOIL","DOC","Department of Correction","Fixed Asset","7087000","0","0"
"072C75PANEL","DOC","Department of Correction","Fixed Asset","392000","1818845.93","90942.3"
"072C75PIPE","DOC","Department of Correction","Fixed Asset","550000","0","0"
"072C75POWRF","DOC","Department of Correction","Fixed Asset","2703000","18598021.70","1999449.51"
"072C75PTREAT","DOC","Department of Correction","Fixed Asset","14605000","140850.00","346301.33"
"071HH115SNRF","DHS","Department of Homeless Services","Fixed Asset","634000","0","58000"
"071HHCN001MC","DHS","Department of Homeless Services","Fixed Asset","33000","0","100000"
"072C75NICFAC","DOC","Department of Correction","Fixed Asset","0","1713460.34","6423204.39"
"072C75RMPWR","DOC","Department of Correction","Fixed Asset","0","0.00","552308.88"
"072C75SEWR","DOC","Department of Correction","Fixed Asset","0","323799.04","1489299.25"
"072C75STDRN","DOC","Department of Correction","Fixed Asset","0","0","0"
"072C75STEAM","DOC","Department of Correction","Fixed Asset","0","137998.0","345226.8"
"072C75TANKS","DOC","Department of Correction","Fixed Asset","990000","0","0"
"072C75TMTRLR","DOC","Department of Correction","Fixed Asset","700000","211240.15","517881.85"
"072SANDGRVC","DOC","Department of Correction","Fixed Asset","10797000","0","0"
"096AGSIROREH","HRA","Human Resources Administration","Fixed Asset","236000","0","0"
"096HR110E16T","HRA","Human Resources Administration","Fixed Asset","150000","34550.23","421983.91"
"096HR120HIBT","HRA","Human Resources Administration","Fixed Asset","10000","595170.39","1001383.01"
"096HR120QCHU","HRA","Human Resources Administration","Fixed Asset","99000","0","0"
"096HR25103FC","HRA","Human Resources Administration","Fixed Asset","2139000","0","0"
"096HR25103FF","HRA","Human Resources Administration","Fixed Asset","500000","0","0"
"096HR25305RC","HRA","Human Resources Administration","Fixed Asset","0","0","0"
"096HR2560LAC","HRA","Human Resources Administration","Fixed Asset","0","0","0"
"096HR2560LAF","HRA","Human Resources Administration","Fixed Asset","0","0","0"
"096HR258AVBO","HRA","Human Resources Administration","Fixed Asset","7188000","0","0"
"096HR258AVEF","HRA","Human Resources Administration","Fixed Asset","1620000","0","0"
"096HR25CHRYC","HRA","Human Resources Administration","Fixed Asset","0","0","0"
"096HR25CHRYF","HRA","Human Resources Administration","Fixed Asset","0","0","0"
"096HR25ENYF","HRA","Human Resources Administration","Fixed Asset","209000","812821.47","6757837.23"
"096HR25FOSD2","HRA","Human Resources Administration","Fixed Asset","9601000","0","0"
"096HR25FOSF2","HRA","Human Resources Administration","Fixed Asset","1323000","0","0"
"096HR25FOST2","HRA","Human Resources Administration","Fixed Asset","407000","405730","0"
"096HR25MUSSC","HRA","Human Resources Administration","Fixed Asset","14397000","0","0"
"096HR25MUSSF","HRA","Human Resources Administration","Fixed Asset","4320000","0","0"
"096HR25NORC","HRA","Human Resources Administration","Fixed Asset","26951000","0","0"
"096HR25NORF","HRA","Human Resources Administration","Fixed Asset","6700000","0","0"
"096HR25PTMFC","HRA","Human Resources Administration","Fixed Asset","88000","146266.48","1678396.42"
"096HR25TREMC","HRA","Human Resources Administration","Fixed Asset","8039000","0","0"
"096HR25TREMF","HRA","Human Resources Administration","Fixed Asset","2573000","0","0"
"096HR25WBRWF","HRA","Human Resources Administration","Fixed Asset","2001000","0","0"
"096HR25WBRWY","HRA","Human Resources Administration","Fixed Asset","7435000","0","0"
"096HRCNSJMS2","HRA","Human Resources Administration","Fixed Asset","190000","0","0"
"096HRCNSJMSC","HRA","Human Resources Administration","Fixed Asset","298000","0","0"
"096HRDN821F1","HRA","Human Resources Administration","Fixed Asset","250000","0","0"
"096HRDN821F2","HRA","Human Resources Administration","Fixed Asset","125000","0","0"
"096HRDN821F3","HRA","Human Resources Administration","Fixed Asset","125000","0","0"
"096HRDNGREEN","HRA","Human Resources Administration","Fixed Asset","2973000","0","0"
"096HRDNRENY","HRA","Human Resources Administration","Fixed Asset","3300000","0","0"
"096HRKNCUFHB","HRA","Human Resources Administration","Fixed Asset","2000000","0","0"
"096HRKNFICR","HRA","Human Resources Administration","Fixed Asset","313000","0","0"
"096HRKNTNF","HRA","Human Resources Administration","Fixed Asset","0","0","0"
"096HRXNCHOP","HRA","Human Resources Administration","Fixed Asset","0","0","0"
"096HRXNKCC","HRA","Human Resources Administration","Fixed Asset","750000","0","0"
"111DOF5MOPST","UK","Unknown","Fixed Asset","10450000","1136250","0"
"111DOI5PAFIU","UK","Unknown","Fixed Asset","81000","362482.5","1248141.5"
"111LAW3STRNX","UK","Unknown","Fixed Asset","708000","0","0"
"111OLR5CRUG","UK","Unknown","Fixed Asset","48000","1342","209559"
"111PO163CLAB","UK","Unknown","Fixed Asset","29000","54121.83","1406508.85"
"111PO163CYB1","UK","Unknown","Fixed Asset","155000","0.00","6164006.70"
"111PO163ITSD","UK","Unknown","Fixed Asset","0","0.0","16238223.5"
"072C75RMSRFW","DOC","Department of Correction","Fixed Asset","0","282355.86","614834.14"
"072SANDAMKC","DOC","Department of Correction","Fixed Asset","272000","210394.75","4982218.62"
"072SANDRNDC","DOC","Department of Correction","Fixed Asset","239000","12760.85","2554282.48"
"111PO163JOCU","UK","Unknown","Fixed Asset","0","0","0"
"111PO163LAB2","UK","Unknown","Fixed Asset","4305000","0","0"
"111PO163PSRM","UK","Unknown","Fixed Asset","805000","0","0"
"111PO46-CALL","UK","Unknown","Fixed Asset","175000","0.00","2153437.12"
"111PO-D187E","UK","Unknown","Fixed Asset","0","0","0"
"111PWDANYSEC","UK","Unknown","Fixed Asset","0","0.00","1810533.65"
"111SBS5MYCBS","UK","Unknown","Fixed Asset","516000","70437.67","0"
"111TD18CORD2","UK","Unknown","Fixed Asset","0","0","244474"
"111TD18RRMMH","UK","Unknown","Fixed Asset","0","0","2881930"
"111TD18RTO","UK","Unknown","Fixed Asset","6441000","0","0"
"111TLC1CADS","UK","Unknown","Fixed Asset","1500000","0","0"
"125AGARCSRCT","DFTA","Department for the Aging","Fixed Asset","200000","0","0"
"125AGBXWOAC","DFTA","Department for the Aging","Fixed Asset","300000","0","0"
"125AGCCNSOAC","DFTA","Department for the Aging","Fixed Asset","300000","0","0"
"125AGCOTHLED","DFTA","Department for the Aging","Fixed Asset","150000","0","0"
"125AGMOTTOAC","DFTA","Department for the Aging","Fixed Asset","250000","0","0"
"125AGNYCHAG2","DFTA","Department for the Aging","Fixed Asset","20348000","0","0"
"125AGSTARREN","DFTA","Department for the Aging","Fixed Asset","230000","0","0"
"125AGTAB","DFTA","Department for the Aging","Fixed Asset","700000","0","0"
"125AGVARSRCT","DFTA","Department for the Aging","Fixed Asset","7471000","0","0"
"125AGWOODLED","DFTA","Department for the Aging","Fixed Asset","150000","0","0"
"125AGWOODRE1","DFTA","Department for the Aging","Fixed Asset","65000","0","0"
"126PV004-KCH","DCLA","Department of Cultural Affairs","Fixed Asset","1146000","0","0"
"126PV017OXUP","DCLA","Department of Cultural Affairs","Fixed Asset","2124000","0","0"
"126PV01P-LL2","DCLA","Department of Cultural Affairs","Fixed Asset","3550000","0","0"
"126PV01P-LLM","DCLA","Department of Cultural Affairs","Fixed Asset","4441000","0","0"
"126PV022AAOA","DCLA","Department of Cultural Affairs","Fixed Asset","13920000","0","0"
"126PV022ANEG","DCLA","Department of Cultural Affairs","Fixed Asset","18360000","0","0"
"126PV022NSCH","DCLA","Department of Cultural Affairs","Fixed Asset","17250000","0","0"
"126PV028LGT1","DCLA","Department of Cultural Affairs","Fixed Asset","92000","0","0"
"126PV028SEAT","DCLA","Department of Cultural Affairs","Fixed Asset","150000","0","0"
"126PV02YLGT1","DCLA","Department of Cultural Affairs","Fixed Asset","160000","116076.2","0"
"126PV033LGT1","DCLA","Department of Cultural Affairs","Fixed Asset","0","0.00","137513.12"
"126PV034BELN","DCLA","Department of Cultural Affairs","Fixed Asset","16755000","0","0"
"126PV034-INF","DCLA","Department of Cultural Affairs","Fixed Asset","0","0","0"
"126PV034RR26","DCLA","Department of Cultural Affairs","Fixed Asset","9600000","0","0"
"126PV038-LX1","DCLA","Department of Cultural Affairs","Fixed Asset","0","0.00","125406.44"
"126PV03HMASN","DCLA","Department of Cultural Affairs","Fixed Asset","0","0","0"
"126PV03HROOF","DCLA","Department of Cultural Affairs","Fixed Asset","1057000","0","0"
"126PV040PORT","DCLA","Department of Cultural Affairs","Fixed Asset","2658000","0","0"
"126PV04ZAPER","DCLA","Department of Cultural Affairs","Fixed Asset","1000000","0","0"
"126PV050CORE","DCLA","Department of Cultural Affairs","Fixed Asset","14250000","0","0"
"126PV050CYLT","DCLA","Department of Cultural Affairs","Fixed Asset","1051000","0","0"
"126PV050ENTR","DCLA","Department of Cultural Affairs","Fixed Asset","0","0","0"
"126PV05BRENO","DCLA","Department of Cultural Affairs","Fixed Asset","4619000","0","0"
"126PV05LSFL1","DCLA","Department of Cultural Affairs","Fixed Asset","4750000","0","0"
"126PV05YTM21","DCLA","Department of Cultural Affairs","Fixed Asset","0","0","0"
"126PV068CNTR","DCLA","Department of Cultural Affairs","Fixed Asset","3000000","0","0"
"126PV06EARTS","DCLA","Department of Cultural Affairs","Fixed Asset","6322000","0","0"
"126PV06PCMAA","DCLA","Department of Cultural Affairs","Fixed Asset","5000000","0","0"
"126PV06WASIA","DCLA","Department of Cultural Affairs","Fixed Asset","2006000","0","0"
"126PV06ZCNJC","DCLA","Department of Cultural Affairs","Fixed Asset","2500000","0","0"
"126PV07DSTUD","DCLA","Department of Cultural Affairs","Fixed Asset","0","0","0"
"126PV07ECUS1","DCLA","Department of Cultural Affairs","Fixed Asset","174000","0","0"
"111PO187GCHA","UK","Unknown","Fixed Asset","312000","0.00","256688.58"
"126PV07ZBFA1","DCLA","Department of Cultural Affairs","Fixed Asset","600000","0","0"
"126PV087-NEQ","DCLA","Department of Cultural Affairs","Fixed Asset","392000","0","0"
"126PV088LGT2","DCLA","Department of Cultural Affairs","Fixed Asset","396000","0","0"
"126PV08AICP1","DCLA","Department of Cultural Affairs","Fixed Asset","825000","0","0"
"126PV08JROOF","DCLA","Department of Cultural Affairs","Fixed Asset","50000","0","0"
"126PV091CJH1","DCLA","Department of Cultural Affairs","Fixed Asset","244000","204297","0"
"126PV091ELEV","DCLA","Department of Cultural Affairs","Fixed Asset","450000","0","0"
"126PV101-EDU","DCLA","Department of Cultural Affairs","Fixed Asset","0","0","0"
"126PV101HVAC","DCLA","Department of Cultural Affairs","Fixed Asset","12991000","0","0"
"126PV122-HLD","DCLA","Department of Cultural Affairs","Fixed Asset","10813000","0","0"
"126PV123LGT1","DCLA","Department of Cultural Affairs","Fixed Asset","82000","0.0","308641.3"
"126PV143BOIL","DCLA","Department of Cultural Affairs","Fixed Asset","850000","0","0"
"126PV144-EQ1","DCLA","Department of Cultural Affairs","Fixed Asset","179000","0","0"
"126PV144FAC2","DCLA","Department of Cultural Affairs","Fixed Asset","5409000","0","0"
"126PV162VARC","DCLA","Department of Cultural Affairs","Fixed Asset","1653000","0","0"
"126PV175EDUC","DCLA","Department of Cultural Affairs","Fixed Asset","13300000","0","0"
"126PV176AVRY","DCLA","Department of Cultural Affairs","Fixed Asset","2000000","0","0"
"126PV176BLR1","DCLA","Department of Cultural Affairs","Fixed Asset","0","0","0"
"126PV176BLR3","DCLA","Department of Cultural Affairs","Fixed Asset","0","0","0"
"126PV176BLR4","DCLA","Department of Cultural Affairs","Fixed Asset","0","0","0"
"126PV176BLR5","DCLA","Department of Cultural Affairs","Fixed Asset","0","0","0"
"126PV176BLR6","DCLA","Department of Cultural Affairs","Fixed Asset","0","0","0"
"126PV176BLR7","DCLA","Department of Cultural Affairs","Fixed Asset","0","0","0"
"126PV176GELA","DCLA","Department of Cultural Affairs","Fixed Asset","1500000","0","0"
"126PV176LIGH","DCLA","Department of Cultural Affairs","Fixed Asset","1962000","0","0"
"126PV176MONK","DCLA","Department of Cultural Affairs","Fixed Asset","35509000","0","0"
"126PV176WILD","DCLA","Department of Cultural Affairs","Fixed Asset","10600000","0","0"
"126PV185HA11","DCLA","Department of Cultural Affairs","Fixed Asset","8000","0.00","64753.24"
"126PV198ARCH","DCLA","Department of Cultural Affairs","Fixed Asset","9930000","0","0"
"126PV198STUD","DCLA","Department of Cultural Affairs","Fixed Asset","0","0","0"
"126PV204HVAC","DCLA","Department of Cultural Affairs","Fixed Asset","4600000","0","0"
"126PV204LTG1","DCLA","Department of Cultural Affairs","Fixed Asset","2401000","0","0"
"126PV204RENO","DCLA","Department of Cultural Affairs","Fixed Asset","13911000","0","0"
"126PV205GLIB","DCLA","Department of Cultural Affairs","Fixed Asset","18179000","0","0"
"126PV205MOSH","DCLA","Department of Cultural Affairs","Fixed Asset","11000000","0","0"
"126PV205-RET","DCLA","Department of Cultural Affairs","Fixed Asset","39000","0","0"
"126PV207APLO","DCLA","Department of Cultural Affairs","Fixed Asset","28710000","0","0"
"126PV209LLEV","DCLA","Department of Cultural Affairs","Fixed Asset","23625000","0","0"
"126PV209RENO","DCLA","Department of Cultural Affairs","Fixed Asset","0","0","0"
"126PV222EAST","DCLA","Department of Cultural Affairs","Fixed Asset","42750000","0","0"
"126PV230GLOV","DCLA","Department of Cultural Affairs","Fixed Asset","4985000","0","0"
"126PV230TENS","DCLA","Department of Cultural Affairs","Fixed Asset","582000","0","0"
"126PV235AFAR","DCLA","Department of Cultural Affairs","Fixed Asset","10512000","0","0"
"126PV235AMER","DCLA","Department of Cultural Affairs","Fixed Asset","51234000","0","0"
"126PV235STOR","DCLA","Department of Cultural Affairs","Fixed Asset","0","0","0"
"126PV236JHPG","DCLA","Department of Cultural Affairs","Fixed Asset","8000000","0","0"
"126PV236PERG","DCLA","Department of Cultural Affairs","Fixed Asset","3000000","0","0"
"126PV236ROSE","DCLA","Department of Cultural Affairs","Fixed Asset","2000000","0","0"
"126PV241COOL","DCLA","Department of Cultural Affairs","Fixed Asset","2500000","0","0"
"126PV241-STL","DCLA","Department of Cultural Affairs","Fixed Asset","0","0","0"
