county_fips,county,state,incident_type,severity
42029,"Chester County, PA",PA,Debris,Moderate
42029,"Chester County, PA",PA,Flooding,Moderate
42029,"Chester County, PA",PA,Road obstruction,Severe
42029,"Chester County, PA",PA,Downed line,Severe
42029,"Chester County, PA",PA,Water main,Severe
42029,"Chester County, PA",PA,Signal outage,Severe
42029,"Chester County, PA",PA,Debris,Severe
42029,"Chester County, PA",PA,Flooding,Severe
42029,"Chester County, PA",PA,Road obstruction,Minor
42029,"Chester County, PA",PA,Downed line,Minor
42029,"Chester County, PA",PA,Water main,Minor
42029,"Chester County, PA",PA,Signal outage,Minor
42029,"Chester County, PA",PA,Debris,Minor
42029,"Chester County, PA",PA,Flooding,Minor
42029,"Chester County, PA",PA,Road obstruction,Moderate
42029,"Chester County, PA",PA,Downed line,Moderate
42029,"Chester County, PA",PA,Water main,Moderate
42029,"Chester County, PA",PA,Signal outage,Moderate
42029,"Chester County, PA",PA,Debris,Moderate
42029,"Chester County, PA",PA,Flooding,Moderate
42029,"Chester County, PA",PA,Road obstruction,Severe
42029,"Chester County, PA",PA,Downed line,Severe
42029,"Chester County, PA",PA,Water main,Severe
42029,"Chester County, PA",PA,Signal outage,Severe
42029,"Chester County, PA",PA,Debris,Severe
42029,"Chester County, PA",PA,Flooding,Severe
42029,"Chester County, PA",PA,Road obstruction,Minor
42029,"Chester County, PA",PA,Downed line,Minor
42029,"Chester County, PA",PA,Water main,Minor
42029,"Chester County, PA",PA,Signal outage,Minor
42029,"Chester County, PA",PA,Debris,Minor
42029,"Chester County, PA",PA,Flooding,Minor
42029,"Chester County, PA",PA,Road obstruction,Moderate
42029,"Chester County, PA",PA,Downed line,Moderate
42029,"Chester County, PA",PA,Water main,Moderate
42029,"Chester County, PA",PA,Signal outage,Moderate
42029,"Chester County, PA",PA,Debris,Moderate
42029,"Chester County, PA",PA,Flooding,Moderate
42029,"Chester County, PA",PA,Road obstruction,Severe
42029,"Chester County, PA",PA,Downed line,Severe
42029,"Chester County, PA",PA,Water main,Severe
42029,"Chester County, PA",PA,Signal outage,Severe
42029,"Chester County, PA",PA,Debris,Severe
42029,"Chester County, PA",PA,Flooding,Severe
42029,"Chester County, PA",PA,Road obstruction,Minor
42029,"Chester County, PA",PA,Downed line,Minor
42029,"Chester County, PA",PA,Water main,Minor
42029,"Chester County, PA",PA,Signal outage,Minor
42029,"Chester County, PA",PA,Debris,Minor
42029,"Chester County, PA",PA,Flooding,Minor
42029,"Chester County, PA",PA,Road obstruction,Moderate
42029,"Chester County, PA",PA,Downed line,Moderate
42029,"Chester County, PA",PA,Water main,Moderate
42029,"Chester County, PA",PA,Signal outage,Moderate
42029,"Chester County, PA",PA,Debris,Moderate
42029,"Chester County, PA",PA,Flooding,Moderate
42029,"Chester County, PA",PA,Road obstruction,Severe
42029,"Chester County, PA",PA,Downed line,Severe
42029,"Chester County, PA",PA,Water main,Severe
42029,"Chester County, PA",PA,Signal outage,Severe
42029,"Chester County, PA",PA,Debris,Severe
42029,"Chester County, PA",PA,Flooding,Severe
42029,"Chester County, PA",PA,Road obstruction,Minor
42029,"Chester County, PA",PA,Downed line,Minor
42029,"Chester County, PA",PA,Water main,Minor
42029,"Chester County, PA",PA,Signal outage,Minor
42029,"Chester County, PA",PA,Debris,Minor
42029,"Chester County, PA",PA,Flooding,Minor
42029,"Chester County, PA",PA,Road obstruction,Moderate
42029,"Chester County, PA",PA,Downed line,Moderate
42029,"Chester County, PA",PA,Water main,Moderate
42029,"Chester County, PA",PA,Signal outage,Moderate
42029,"Chester County, PA",PA,Debris,Moderate
42029,"Chester County, PA",PA,Flooding,Moderate
42029,"Chester County, PA",PA,Road obstruction,Severe
42029,"Chester County, PA",PA,Downed line,Severe
42029,"Chester County, PA",PA,Water main,Severe
42029,"Chester County, PA",PA,Signal outage,Severe
42029,"Chester County, PA",PA,Debris,Severe
42029,"Chester County, PA",PA,Flooding,Severe
42029,"Chester County, PA",PA,Road obstruction,Minor
42029,"Chester County, PA",PA,Downed line,Minor
42029,"Chester County, PA",PA,Water main,Minor
42029,"Chester County, PA",PA,Signal outage,Minor
42029,"Chester County, PA",PA,Debris,Minor
42029,"Chester County, PA",PA,Flooding,Minor
42029,"Chester County, PA",PA,Road obstruction,Moderate
42029,"Chester County, PA",PA,Downed line,Moderate
42029,"Chester County, PA",PA,Water main,Moderate
42029,"Chester County, PA",PA,Signal outage,Moderate
42029,"Chester County, PA",PA,Debris,Moderate
42029,"Chester County, PA",PA,Flooding,Moderate
42029,"Chester County, PA",PA,Road obstruction,Severe
42029,"Chester County, PA",PA,Downed line,Severe
42029,"Chester County, PA",PA,Water main,Severe
42029,"Chester County, PA",PA,Signal outage,Severe
42029,"Chester County, PA",PA,Debris,Severe
42029,"Chester County, PA",PA,Flooding,Severe
42029,"Chester County, PA",PA,Road obstruction,Minor
42029,"Chester County, PA",PA,Downed line,Minor
42029,"Chester County, PA",PA,Water main,Minor
42029,"Chester County, PA",PA,Signal outage,Minor
42029,"Chester County, PA",PA,Debris,Minor
42029,"Chester County, PA",PA,Flooding,Minor
42029,"Chester County, PA",PA,Road obstruction,Moderate
42029,"Chester County, PA",PA,Downed line,Moderate
42029,"Chester County, PA",PA,Water main,Moderate
42029,"Chester County, PA",PA,Signal outage,Moderate
42029,"Chester County, PA",PA,Debris,Moderate
42029,"Chester County, PA",PA,Flooding,Moderate
42029,"Chester County, PA",PA,Road obstruction,Severe
42029,"Chester County, PA",PA,Downed line,Severe
42029,"Chester County, PA",PA,Water main,Severe
42029,"Chester County, PA",PA,Signal outage,Severe
42029,"Chester County, PA",PA,Debris,Severe
42029,"Chester County, PA",PA,Flooding,Severe
42029,"Chester County, PA",PA,Road obstruction,Minor
42029,"Chester County, PA",PA,Downed line,Minor
42029,"Chester County, PA",PA,Water main,Minor
42029,"Chester County, PA",PA,Signal outage,Minor
42029,"Chester County, PA",PA,Debris,Minor
42029,"Chester County, PA",PA,Flooding,Minor
42029,"Chester County, PA",PA,Road obstruction,Moderate
42029,"Chester County, PA",PA,Downed line,Moderate
42029,"Chester County, PA",PA,Water main,Moderate
42029,"Chester County, PA",PA,Signal outage,Moderate
42029,"Chester County, PA",PA,Debris,Moderate
42029,"Chester County, PA",PA,Flooding,Moderate
42029,"Chester County, PA",PA,Road obstruction,Severe
42029,"Chester County, PA",PA,Downed line,Severe
42029,"Chester County, PA",PA,Water main,Severe
42029,"Chester County, PA",PA,Signal outage,Severe
42029,"Chester County, PA",PA,Debris,Severe
42029,"Chester County, PA",PA,Flooding,Severe
42029,"Chester County, PA",PA,Road obstruction,Minor
42029,"Chester County, PA",PA,Downed line,Minor
42029,"Chester County, PA",PA,Water main,Minor
42029,"Chester County, PA",PA,Signal outage,Minor
42029,"Chester County, PA",PA,Debris,Minor
42029,"Chester County, PA",PA,Flooding,Minor
42029,"Chester County, PA",PA,Road obstruction,Moderate
42029,"Chester County, PA",PA,Downed line,Moderate
42029,"Chester County, PA",PA,Water main,Moderate
42029,"Chester County, PA",PA,Signal outage,Moderate
42029,"Chester County, PA",PA,Debris,Moderate
42031,"Clarion County, PA",PA,Road obstruction,Minor
42031,"Clarion County, PA",PA,Downed line,Minor
42031,"Clarion County, PA",PA,Water main,Minor
42031,"Clarion County, PA",PA,Signal outage,Minor
42031,"Clarion County, PA",PA,Debris,Minor
42031,"Clarion County, PA",PA,Flooding,Minor
42031,"Clarion County, PA",PA,Road obstruction,Moderate
42031,"Clarion County, PA",PA,Downed line,Moderate
42031,"Clarion County, PA",PA,Water main,Moderate
42031,"Clarion County, PA",PA,Signal outage,Moderate
42031,"Clarion County, PA",PA,Debris,Moderate
42031,"Clarion County, PA",PA,Flooding,Moderate
42031,"Clarion County, PA",PA,Road obstruction,Severe
42031,"Clarion County, PA",PA,Downed line,Severe
42031,"Clarion County, PA",PA,Water main,Severe
42031,"Clarion County, PA",PA,Signal outage,Severe
42031,"Clarion County, PA",PA,Debris,Severe
42031,"Clarion County, PA",PA,Flooding,Severe
42031,"Clarion County, PA",PA,Road obstruction,Minor
42031,"Clarion County, PA",PA,Downed line,Minor
42031,"Clarion County, PA",PA,Water main,Minor
42031,"Clarion County, PA",PA,Signal outage,Minor
42031,"Clarion County, PA",PA,Debris,Minor
42031,"Clarion County, PA",PA,Flooding,Minor
42031,"Clarion County, PA",PA,Road obstruction,Moderate
42031,"Clarion County, PA",PA,Downed line,Moderate
42031,"Clarion County, PA",PA,Water main,Moderate
42031,"Clarion County, PA",PA,Signal outage,Moderate
42031,"Clarion County, PA",PA,Debris,Moderate
42031,"Clarion County, PA",PA,Flooding,Moderate
42031,"Clarion County, PA",PA,Road obstruction,Severe
42031,"Clarion County, PA",PA,Downed line,Severe
42031,"Clarion County, PA",PA,Water main,Severe
42031,"Clarion County, PA",PA,Signal outage,Severe
42031,"Clarion County, PA",PA,Debris,Severe
42031,"Clarion County, PA",PA,Flooding,Severe
42031,"Clarion County, PA",PA,Road obstruction,Minor
42031,"Clarion County, PA",PA,Downed line,Minor
42031,"Clarion County, PA",PA,Water main,Minor
42031,"Clarion County, PA",PA,Signal outage,Minor
42031,"Clarion County, PA",PA,Debris,Minor
42031,"Clarion County, PA",PA,Flooding,Minor
42031,"Clarion County, PA",PA,Road obstruction,Moderate
42031,"Clarion County, PA",PA,Downed line,Moderate
42031,"Clarion County, PA",PA,Water main,Moderate
42031,"Clarion County, PA",PA,Signal outage,Moderate
42031,"Clarion County, PA",PA,Debris,Moderate
42031,"Clarion County, PA",PA,Flooding,Moderate
42031,"Clarion County, PA",PA,Road obstruction,Severe
42031,"Clarion County, PA",PA,Downed line,Severe
42031,"Clarion County, PA",PA,Water main,Severe
42031,"Clarion County, PA",PA,Signal outage,Severe
42031,"Clarion County, PA",PA,Debris,Severe
42031,"Clarion County, PA",PA,Flooding,Severe
42031,"Clarion County, PA",PA,Road obstruction,Minor
42031,"Clarion County, PA",PA,Downed line,Minor
42031,"Clarion County, PA",PA,Water main,Minor
42031,"Clarion County, PA",PA,Signal outage,Minor
42031,"Clarion County, PA",PA,Debris,Minor
42031,"Clarion County, PA",PA,Flooding,Minor
42031,"Clarion County, PA",PA,Road obstruction,Moderate
42031,"Clarion County, PA",PA,Downed line,Moderate
42031,"Clarion County, PA",PA,Water main,Moderate
42031,"Clarion County, PA",PA,Signal outage,Moderate
42031,"Clarion County, PA",PA,Debris,Moderate
42031,"Clarion County, PA",PA,Flooding,Moderate
42031,"Clarion County, PA",PA,Road obstruction,Severe
42031,"Clarion County, PA",PA,Downed line,Severe
42031,"Clarion County, PA",PA,Water main,Severe
42031,"Clarion County, PA",PA,Signal outage,Severe
42031,"Clarion County, PA",PA,Debris,Severe
42031,"Clarion County, PA",PA,Flooding,Severe
42033,"Clearfield County, PA",PA,Road obstruction,Minor
42033,"Clearfield County, PA",PA,Downed line,Minor
42033,"Clearfield County, PA",PA,Water main,Minor
42033,"Clearfield County, PA",PA,Signal outage,Minor
42033,"Clearfield County, PA",PA,Debris,Minor
42033,"Clearfield County, PA",PA,Flooding,Minor
42033,"Clearfield County, PA",PA,Road obstruction,Moderate
42033,"Clearfield County, PA",PA,Downed line,Moderate
42033,"Clearfield County, PA",PA,Water main,Moderate
42033,"Clearfield County, PA",PA,Signal outage,Moderate
42033,"Clearfield County, PA",PA,Debris,Moderate
42033,"Clearfield County, PA",PA,Flooding,Moderate
42033,"Clearfield County, PA",PA,Road obstruction,Severe
42033,"Clearfield County, PA",PA,Downed line,Severe
42033,"Clearfield County, PA",PA,Water main,Severe
42033,"Clearfield County, PA",PA,Signal outage,Severe
42033,"Clearfield County, PA",PA,Debris,Severe
42033,"Clearfield County, PA",PA,Flooding,Severe
42033,"Clearfield County, PA",PA,Road obstruction,Minor
42033,"Clearfield County, PA",PA,Downed line,Minor
42033,"Clearfield County, PA",PA,Water main,Minor
42033,"Clearfield County, PA",PA,Signal outage,Minor
42033,"Clearfield County, PA",PA,Debris,Minor
42033,"Clearfield County, PA",PA,Flooding,Minor
42033,"Clearfield County, PA",PA,Road obstruction,Moderate
42033,"Clearfield County, PA",PA,Downed line,Moderate
42033,"Clearfield County, PA",PA,Water main,Moderate
42033,"Clearfield County, PA",PA,Signal outage,Moderate
42033,"Clearfield County, PA",PA,Debris,Moderate
42033,"Clearfield County, PA",PA,Flooding,Moderate
42033,"Clearfield County, PA",PA,Road obstruction,Severe
42033,"Clearfield County, PA",PA,Downed line,Severe
42033,"Clearfield County, PA",PA,Water main,Severe
42033,"Clearfield County, PA",PA,Signal outage,Severe
42033,"Clearfield County, PA",PA,Debris,Severe
42033,"Clearfield County, PA",PA,Flooding,Severe
42033,"Clearfield County, PA",PA,Road obstruction,Minor
42033,"Clearfield County, PA",PA,Downed line,Minor
42033,"Clearfield County, PA",PA,Water main,Minor
42033,"Clearfield County, PA",PA,Signal outage,Minor
42033,"Clearfield County, PA",PA,Debris,Minor
42033,"Clearfield County, PA",PA,Flooding,Minor
42033,"Clearfield County, PA",PA,Road obstruction,Moderate
42033,"Clearfield County, PA",PA,Downed line,Moderate
42033,"Clearfield County, PA",PA,Water main,Moderate
42033,"Clearfield County, PA",PA,Signal outage,Moderate
42033,"Clearfield County, PA",PA,Debris,Moderate
42033,"Clearfield County, PA",PA,Flooding,Moderate
42033,"Clearfield County, PA",PA,Road obstruction,Severe
42033,"Clearfield County, PA",PA,Downed line,Severe
42033,"Clearfield County, PA",PA,Water main,Severe
42033,"Clearfield County, PA",PA,Signal outage,Severe
42033,"Clearfield County, PA",PA,Debris,Severe
42033,"Clearfield County, PA",PA,Flooding,Severe
42033,"Clearfield County, PA",PA,Road obstruction,Minor
42033,"Clearfield County, PA",PA,Downed line,Minor
42033,"Clearfield County, PA",PA,Water main,Minor
42033,"Clearfield County, PA",PA,Signal outage,Minor
42033,"Clearfield County, PA",PA,Debris,Minor
42033,"Clearfield County, PA",PA,Flooding,Minor
42033,"Clearfield County, PA",PA,Road obstruction,Moderate
42033,"Clearfield County, PA",PA,Downed line,Moderate
42033,"Clearfield County, PA",PA,Water main,Moderate
42033,"Clearfield County, PA",PA,Signal outage,Moderate
42033,"Clearfield County, PA",PA,Debris,Moderate
42033,"Clearfield County, PA",PA,Flooding,Moderate
42033,"Clearfield County, PA",PA,Road obstruction,Severe
42033,"Clearfield County, PA",PA,Downed line,Severe
42033,"Clearfield County, PA",PA,Water main,Severe
42033,"Clearfield County, PA",PA,Signal outage,Severe
42033,"Clearfield County, PA",PA,Debris,Severe
42033,"Clearfield County, PA",PA,Flooding,Severe
42033,"Clearfield County, PA",PA,Road obstruction,Minor
42033,"Clearfield County, PA",PA,Downed line,Minor
42033,"Clearfield County, PA",PA,Water main,Minor
42033,"Clearfield County, PA",PA,Signal outage,Minor
42033,"Clearfield County, PA",PA,Debris,Minor
42033,"Clearfield County, PA",PA,Flooding,Minor
42033,"Clearfield County, PA",PA,Road obstruction,Moderate
42033,"Clearfield County, PA",PA,Downed line,Moderate
42033,"Clearfield County, PA",PA,Water main,Moderate
42033,"Clearfield County, PA",PA,Signal outage,Moderate
42033,"Clearfield County, PA",PA,Debris,Moderate
42033,"Clearfield County, PA",PA,Flooding,Moderate
42035,"Clinton County, PA",PA,Road obstruction,Minor
42035,"Clinton County, PA",PA,Downed line,Minor
42035,"Clinton County, PA",PA,Water main,Minor
42035,"Clinton County, PA",PA,Signal outage,Minor
42035,"Clinton County, PA",PA,Debris,Minor
42035,"Clinton County, PA",PA,Flooding,Minor
42035,"Clinton County, PA",PA,Road obstruction,Moderate
42035,"Clinton County, PA",PA,Downed line,Moderate
42035,"Clinton County, PA",PA,Water main,Moderate
42035,"Clinton County, PA",PA,Signal outage,Moderate
42035,"Clinton County, PA",PA,Debris,Moderate
42035,"Clinton County, PA",PA,Flooding,Moderate
42035,"Clinton County, PA",PA,Road obstruction,Severe
42035,"Clinton County, PA",PA,Downed line,Severe
42035,"Clinton County, PA",PA,Water main,Severe
42035,"Clinton County, PA",PA,Signal outage,Severe
42035,"Clinton County, PA",PA,Debris,Severe
42035,"Clinton County, PA",PA,Flooding,Severe
42035,"Clinton County, PA",PA,Road obstruction,Minor
42035,"Clinton County, PA",PA,Downed line,Minor
42035,"Clinton County, PA",PA,Water main,Minor
42035,"Clinton County, PA",PA,Signal outage,Minor
42035,"Clinton County, PA",PA,Debris,Minor
42035,"Clinton County, PA",PA,Flooding,Minor
42035,"Clinton County, PA",PA,Road obstruction,Moderate
42035,"Clinton County, PA",PA,Downed line,Moderate
42035,"Clinton County, PA",PA,Water main,Moderate
42035,"Clinton County, PA",PA,Signal outage,Moderate
42035,"Clinton County, PA",PA,Debris,Moderate
42035,"Clinton County, PA",PA,Flooding,Moderate
42035,"Clinton County, PA",PA,Road obstruction,Severe
42035,"Clinton County, PA",PA,Downed line,Severe
42035,"Clinton County, PA",PA,Water main,Severe
42035,"Clinton County, PA",PA,Signal outage,Severe
42035,"Clinton County, PA",PA,Debris,Severe
42035,"Clinton County, PA",PA,Flooding,Severe
42035,"Clinton County, PA",PA,Road obstruction,Minor
42035,"Clinton County, PA",PA,Downed line,Minor
42035,"Clinton County, PA",PA,Water main,Minor
42035,"Clinton County, PA",PA,Signal outage,Minor
42035,"Clinton County, PA",PA,Debris,Minor
42035,"Clinton County, PA",PA,Flooding,Minor
42035,"Clinton County, PA",PA,Road obstruction,Moderate
42035,"Clinton County, PA",PA,Downed line,Moderate
42035,"Clinton County, PA",PA,Water main,Moderate
42035,"Clinton County, PA",PA,Signal outage,Moderate
42035,"Clinton County, PA",PA,Debris,Moderate
42035,"Clinton County, PA",PA,Flooding,Moderate
42035,"Clinton County, PA",PA,Road obstruction,Severe
42035,"Clinton County, PA",PA,Downed line,Severe
42035,"Clinton County, PA",PA,Water main,Severe
42035,"Clinton County, PA",PA,Signal outage,Severe
42035,"Clinton County, PA",PA,Debris,Severe
42035,"Clinton County, PA",PA,Flooding,Severe
42035,"Clinton County, PA",PA,Road obstruction,Minor
42035,"Clinton County, PA",PA,Downed line,Minor
42035,"Clinton County, PA",PA,Water main,Minor
42035,"Clinton County, PA",PA,Signal outage,Minor
42035,"Clinton County, PA",PA,Debris,Minor
42035,"Clinton County, PA",PA,Flooding,Minor
42035,"Clinton County, PA",PA,Road obstruction,Moderate
42035,"Clinton County, PA",PA,Downed line,Moderate
42037,"Columbia County, PA",PA,Road obstruction,Minor
42037,"Columbia County, PA",PA,Downed line,Minor
42037,"Columbia County, PA",PA,Water main,Minor
42037,"Columbia County, PA",PA,Signal outage,Minor
42037,"Columbia County, PA",PA,Debris,Minor
42037,"Columbia County, PA",PA,Flooding,Minor
42037,"Columbia County, PA",PA,Road obstruction,Moderate
42037,"Columbia County, PA",PA,Downed line,Moderate
42037,"Columbia County, PA",PA,Water main,Moderate
42037,"Columbia County, PA",PA,Signal outage,Moderate
42037,"Columbia County, PA",PA,Debris,Moderate
42037,"Columbia County, PA",PA,Flooding,Moderate
42037,"Columbia County, PA",PA,Road obstruction,Severe
42037,"Columbia County, PA",PA,Downed line,Severe
42037,"Columbia County, PA",PA,Water main,Severe
42037,"Columbia County, PA",PA,Signal outage,Severe
42037,"Columbia County, PA",PA,Debris,Severe
42037,"Columbia County, PA",PA,Flooding,Severe
42037,"Columbia County, PA",PA,Road obstruction,Minor
42037,"Columbia County, PA",PA,Downed line,Minor
42037,"Columbia County, PA",PA,Water main,Minor
42037,"Columbia County, PA",PA,Signal outage,Minor
42037,"Columbia County, PA",PA,Debris,Minor
42037,"Columbia County, PA",PA,Flooding,Minor
42037,"Columbia County, PA",PA,Road obstruction,Moderate
42037,"Columbia County, PA",PA,Downed line,Moderate
42037,"Columbia County, PA",PA,Water main,Moderate
42037,"Columbia County, PA",PA,Signal outage,Moderate
42037,"Columbia County, PA",PA,Debris,Moderate
42037,"Columbia County, PA",PA,Flooding,Moderate
42037,"Columbia County, PA",PA,Road obstruction,Severe
42037,"Columbia County, PA",PA,Downed line,Severe
42037,"Columbia County, PA",PA,Water main,Severe
42037,"Columbia County, PA",PA,Signal outage,Severe
42037,"Columbia County, PA",PA,Debris,Severe
42037,"Columbia County, PA",PA,Flooding,Severe
42037,"Columbia County, PA",PA,Road obstruction,Minor
42037,"Columbia County, PA",PA,Downed line,Minor
42037,"Columbia County, PA",PA,Water main,Minor
42037,"Columbia County, PA",PA,Signal outage,Minor
42037,"Columbia County, PA",PA,Debris,Minor
42037,"Columbia County, PA",PA,Flooding,Minor
42037,"Columbia County, PA",PA,Road obstruction,Moderate
42037,"Columbia County, PA",PA,Downed line,Moderate
42037,"Columbia County, PA",PA,Water main,Moderate
42037,"Columbia County, PA",PA,Signal outage,Moderate
42037,"Columbia County, PA",PA,Debris,Moderate
42037,"Columbia County, PA",PA,Flooding,Moderate
42037,"Columbia County, PA",PA,Road obstruction,Severe
42037,"Columbia County, PA",PA,Downed line,Severe
42037,"Columbia County, PA",PA,Water main,Severe
42037,"Columbia County, PA",PA,Signal outage,Severe
42037,"Columbia County, PA",PA,Debris,Severe
42037,"Columbia County, PA",PA,Flooding,Severe
42037,"Columbia County, PA",PA,Road obstruction,Minor
42037,"Columbia County, PA",PA,Downed line,Minor
42037,"Columbia County, PA",PA,Water main,Minor
42037,"Columbia County, PA",PA,Signal outage,Minor
42037,"Columbia County, PA",PA,Debris,Minor
42037,"Columbia County, PA",PA,Flooding,Minor
42037,"Columbia County, PA",PA,Road obstruction,Moderate
42037,"Columbia County, PA",PA,Downed line,Moderate
42037,"Columbia County, PA",PA,Water main,Moderate
42037,"Columbia County, PA",PA,Signal outage,Moderate
42037,"Columbia County, PA",PA,Debris,Moderate
42037,"Columbia County, PA",PA,Flooding,Moderate
42037,"Columbia County, PA",PA,Road obstruction,Severe
42037,"Columbia County, PA",PA,Downed line,Severe
42037,"Columbia County, PA",PA,Water main,Severe
42037,"Columbia County, PA",PA,Signal outage,Severe
42037,"Columbia County, PA",PA,Debris,Severe
42037,"Columbia County, PA",PA,Flooding,Severe
42037,"Columbia County, PA",PA,Road obstruction,Minor
42037,"Columbia County, PA",PA,Downed line,Minor
42037,"Columbia County, PA",PA,Water main,Minor
42037,"Columbia County, PA",PA,Signal outage,Minor
42037,"Columbia County, PA",PA,Debris,Minor
42037,"Columbia County, PA",PA,Flooding,Minor
42037,"Columbia County, PA",PA,Road obstruction,Moderate
42037,"Columbia County, PA",PA,Downed line,Moderate
42037,"Columbia County, PA",PA,Water main,Moderate
42037,"Columbia County, PA",PA,Signal outage,Moderate
42037,"Columbia County, PA",PA,Debris,Moderate
42037,"Columbia County, PA",PA,Flooding,Moderate
42037,"Columbia County, PA",PA,Road obstruction,Severe
42037,"Columbia County, PA",PA,Downed line,Severe
42037,"Columbia County, PA",PA,Water main,Severe
42039,"Crawford County, PA",PA,Road obstruction,Minor
42039,"Crawford County, PA",PA,Downed line,Minor
42039,"Crawford County, PA",PA,Water main,Minor
42039,"Crawford County, PA",PA,Signal outage,Minor
42039,"Crawford County, PA",PA,Debris,Minor
42039,"Crawford County, PA",PA,Flooding,Minor
42039,"Crawford County, PA",PA,Road obstruction,Moderate
42039,"Crawford County, PA",PA,Downed line,Moderate
42039,"Crawford County, PA",PA,Water main,Moderate
42039,"Crawford County, PA",PA,Signal outage,Moderate
42039,"Crawford County, PA",PA,Debris,Moderate
42039,"Crawford County, PA",PA,Flooding,Moderate
42039,"Crawford County, PA",PA,Road obstruction,Severe
42039,"Crawford County, PA",PA,Downed line,Severe
42039,"Crawford County, PA",PA,Water main,Severe
42039,"Crawford County, PA",PA,Signal outage,Severe
42039,"Crawford County, PA",PA,Debris,Severe
42039,"Crawford County, PA",PA,Flooding,Severe
42039,"Crawford County, PA",PA,Road obstruction,Minor
42039,"Crawford County, PA",PA,Downed line,Minor
42039,"Crawford County, PA",PA,Water main,Minor
42039,"Crawford County, PA",PA,Signal outage,Minor
42039,"Crawford County, PA",PA,Debris,Minor
42039,"Crawford County, PA",PA,Flooding,Minor
42039,"Crawford County, PA",PA,Road obstruction,Moderate
42039,"Crawford County, PA",PA,Downed line,Moderate
42039,"Crawford County, PA",PA,Water main,Moderate
42039,"Crawford County, PA",PA,Signal outage,Moderate
42039,"Crawford County, PA",PA,Debris,Moderate
42039,"Crawford County, PA",PA,Flooding,Moderate
42039,"Crawford County, PA",PA,Road obstruction,Severe
42039,"Crawford County, PA",PA,Downed line,Severe
42039,"Crawford County, PA",PA,Water main,Severe
42039,"Crawford County, PA",PA,Signal outage,Severe
42039,"Crawford County, PA",PA,Debris,Severe
42039,"Crawford County, PA",PA,Flooding,Severe
42039,"Crawford County, PA",PA,Road obstruction,Minor
42039,"Crawford County, PA",PA,Downed line,Minor
42039,"Crawford County, PA",PA,Water main,Minor
42039,"Crawford County, PA",PA,Signal outage,Minor
42039,"Crawford County, PA",PA,Debris,Minor
42039,"Crawford County, PA",PA,Flooding,Minor
42039,"Crawford County, PA",PA,Road obstruction,Moderate
42039,"Crawford County, PA",PA,Downed line,Moderate
42039,"Crawford County, PA",PA,Water main,Moderate
42039,"Crawford County, PA",PA,Signal outage,Moderate
42039,"Crawford County, PA",PA,Debris,Moderate
42039,"Crawford County, PA",PA,Flooding,Moderate
42039,"Crawford County, PA",PA,Road obstruction,Severe
42039,"Crawford County, PA",PA,Downed line,Severe
42039,"Crawford County, PA",PA,Water main,Severe
42039,"Crawford County, PA",PA,Signal outage,Severe
42039,"Crawford County, PA",PA,Debris,Severe
42039,"Crawford County, PA",PA,Flooding,Severe
42039,"Crawford County, PA",PA,Road obstruction,Minor
42039,"Crawford County, PA",PA,Downed line,Minor
42039,"Crawford County, PA",PA,Water main,Minor
42039,"Crawford County, PA",PA,Signal outage,Minor
42039,"Crawford County, PA",PA,Debris,Minor
42039,"Crawford County, PA",PA,Flooding,Minor
42039,"Crawford County, PA",PA,Road obstruction,Moderate
42039,"Crawford County, PA",PA,Downed line,Moderate
42039,"Crawford County, PA",PA,Water main,Moderate
42039,"Crawford County, PA",PA,Signal outage,Moderate
42039,"Crawford County, PA",PA,Debris,Moderate
42039,"Crawford County, PA",PA,Flooding,Moderate
42039,"Crawford County, PA",PA,Road obstruction,Severe
42039,"Crawford County, PA",PA,Downed line,Severe
42039,"Crawford County, PA",PA,Water main,Severe
42039,"Crawford County, PA",PA,Signal outage,Severe
42039,"Crawford County, PA",PA,Debris,Severe
42039,"Crawford County, PA",PA,Flooding,Severe
42039,"Crawford County, PA",PA,Road obstruction,Minor
42039,"Crawford County, PA",PA,Downed line,Minor
42039,"Crawford County, PA",PA,Water main,Minor
42039,"Crawford County, PA",PA,Signal outage,Minor
42039,"Crawford County, PA",PA,Debris,Minor
42039,"Crawford County, PA",PA,Flooding,Minor
42039,"Crawford County, PA",PA,Road obstruction,Moderate
42039,"Crawford County, PA",PA,Downed line,Moderate
42039,"Crawford County, PA",PA,Water main,Moderate
42039,"Crawford County, PA",PA,Signal outage,Moderate
42039,"Crawford County, PA",PA,Debris,Moderate
42039,"Crawford County, PA",PA,Flooding,Moderate
42039,"Crawford County, PA",PA,Road obstruction,Severe
42039,"Crawford County, PA",PA,Downed line,Severe
42039,"Crawford County, PA",PA,Water main,Severe
42039,"Crawford County, PA",PA,Signal outage,Severe
42039,"Crawford County, PA",PA,Debris,Severe
42039,"Crawford County, PA",PA,Flooding,Severe
42039,"Crawford County, PA",PA,Road obstruction,Minor
42039,"Crawford County, PA",PA,Downed line,Minor
42039,"Crawford County, PA",PA,Water main,Minor
42039,"Crawford County, PA",PA,Signal outage,Minor
42039,"Crawford County, PA",PA,Debris,Minor
42039,"Crawford County, PA",PA,Flooding,Minor
42039,"Crawford County, PA",PA,Road obstruction,Moderate
42039,"Crawford County, PA",PA,Downed line,Moderate
42039,"Crawford County, PA",PA,Water main,Moderate
42039,"Crawford County, PA",PA,Signal outage,Moderate
