contact_date,county,state,gender,age_range,level_1_classification,needs_met
2025-02-19,Allegheny County,PA,F,18 to 24,Criminal Justice and Legal Services,t
2025-02-19,Allegheny County,PA,F,18 to 24,Criminal Justice and Legal Services,t
2025-02-19,Allegheny County,PA,F,25 to 44,Basic Needs,t
2025-02-19,Allegheny County,PA,F,25 to 44,Basic Needs,t
2025-02-19,Allegheny County,PA,F,25 to 44,Basic Needs,t
2025-02-19,Allegheny County,PA,F,25 to 44,Basic Needs,t
2025-02-19,Allegheny County,PA,F,25 to 44,Basic Needs,t
2025-02-19,Allegheny County,PA,F,25 to 44,Basic Needs,t
2025-02-19,Allegheny County,PA,F,25 to 44,Basic Needs,t
2025-02-19,Allegheny County,PA,F,25 to 44,Basic Needs,t
2025-02-19,Allegheny County,PA,F,25 to 44,Basic Needs,t
2025-02-19,Allegheny County,PA,F,25 to 44,Basic Needs,t
2025-02-19,Allegheny County,PA,F,25 to 44,Basic Needs,t
2025-02-19,Allegheny County,PA,F,25 to 44,Basic Needs,t
2025-02-19,Allegheny County,PA,F,25 to 44,Basic Needs,t
2025-02-19,Allegheny County,PA,F,25 to 44,Basic Needs,t
2025-02-19,Allegheny County,PA,F,25 to 44,Basic Needs,t
2025-02-19,Allegheny County,PA,F,25 to 44,Basic Needs,t
2025-02-19,Allegheny County,PA,F,25 to 44,Basic Needs,t
2025-02-19,Allegheny County,PA,F,25 to 44,Basic Needs,t
2025-02-19,Allegheny County,PA,F,25 to 44,Basic Needs,t
2025-02-19,Allegheny County,PA,F,25 to 44,Basic Needs,t
2025-02-19,Allegheny County,PA,F,25 to 44,Basic Needs,t
2025-02-19,Allegheny County,PA,F,25 to 44,Basic Needs,t
2025-02-19,Allegheny County,PA,F,25 to 44,Basic Needs,t
2025-02-19,Allegheny County,PA,F,25 to 44,Basic Needs,t
2025-02-19,Allegheny County,PA,F,25 to 44,Basic Needs,t
2025-02-19,Allegheny County,PA,F,25 to 44,Basic Needs,t
2025-02-19,Allegheny County,PA,F,25 to 44,Basic Needs,t
2025-02-19,Allegheny County,PA,F,25 to 44,Basic Needs,t
2025-02-19,Allegheny County,PA,F,25 to 44,Basic Needs,t
2025-02-19,Allegheny County,PA,F,25 to 44,Basic Needs,t
2025-02-19,Allegheny County,PA,F,25 to 44,Basic Needs,t
2025-02-19,Allegheny County,PA,F,25 to 44,Basic Needs,t
2025-02-19,Allegheny County,PA,F,25 to 44,Basic Needs,t
2025-02-19,Allegheny County,PA,F,25 to 44,Basic Needs,t
2025-02-19,Allegheny County,PA,F,25 to 44,Basic Needs,t
2025-02-19,Allegheny County,PA,F,25 to 44,Basic Needs,t
2025-02-19,Allegheny County,PA,F,25 to 44,Basic Needs,t
2025-02-19,Allegheny County,PA,F,25 to 44,Basic Needs,t
2025-02-19,Allegheny County,PA,F,25 to 44,Basic Needs,t
2025-02-19,Allegheny County,PA,F,25 to 44,Basic Needs,t
2025-02-19,Allegheny County,PA,F,25 to 44,Basic Needs,t
2025-02-19,Allegheny County,PA,F,25 to 44,Basic Needs,t
2025-02-19,Allegheny County,PA,F,25 to 44,Basic Needs,t
2025-02-19,Allegheny County,PA,F,25 to 44,Basic Needs,t
2025-02-19,Allegheny County,PA,F,25 to 44,Basic Needs,t
2025-02-19,Allegheny County,PA,F,25 to 44,Basic Needs,t
2025-02-19,Allegheny County,PA,F,25 to 44,Basic Needs,t
2025-02-19,Allegheny County,PA,F,25 to 44,Basic Needs,t
2025-02-19,Allegheny County,PA,F,25 to 44,Basic Needs,t
2025-02-19,Allegheny County,PA,F,25 to 44,Basic Needs,t
2025-02-19,Allegheny County,PA,F,25 to 44,Basic Needs,t
2025-02-19,Allegheny County,PA,F,25 to 44,Basic Needs,t
2025-02-19,Allegheny County,PA,F,25 to 44,Basic Needs,t
2025-02-19,Allegheny County,PA,F,25 to 44,Basic Needs,t
2025-02-19,Allegheny County,PA,F,25 to 44,Basic Needs,t
2025-02-19,Allegheny County,PA,F,25 to 44,Basic Needs,t
2025-02-19,Allegheny County,PA,F,25 to 44,Basic Needs,t
2025-02-19,Allegheny County,PA,F,25 to 44,Basic Needs,t
2025-02-19,Allegheny County,PA,F,25 to 44,Basic Needs,t
2025-02-19,Allegheny County,PA,F,25 to 44,Basic Needs,t
2025-02-19,Allegheny County,PA,F,25 to 44,Basic Needs,t
2025-02-19,Allegheny County,PA,F,25 to 44,Basic Needs,t
2025-02-19,Allegheny County,PA,F,25 to 44,Basic Needs,t
2025-02-19,Allegheny County,PA,F,25 to 44,Basic Needs,t
2025-02-19,Allegheny County,PA,F,25 to 44,Basic Needs,t
2025-02-19,Allegheny County,PA,F,25 to 44,Basic Needs,t
2025-02-19,Allegheny County,PA,F,25 to 44,Basic Needs,t
2025-02-19,Allegheny County,PA,F,25 to 44,Basic Needs,t
2025-02-19,Allegheny County,PA,F,25 to 44,Basic Needs,t
2025-02-19,Allegheny County,PA,F,25 to 44,Basic Needs,t
2025-02-19,Allegheny County,PA,F,25 to 44,Basic Needs,t
2025-02-19,Allegheny County,PA,F,25 to 44,Basic Needs,t
2025-02-19,Allegheny County,PA,F,25 to 44,Basic Needs,t
2025-02-19,Allegheny County,PA,F,25 to 44,Basic Needs,t
2025-02-19,Allegheny County,PA,F,25 to 44,Basic Needs,t
2025-02-19,Allegheny County,PA,F,25 to 44,Basic Needs,t
2025-02-19,Allegheny County,PA,F,25 to 44,Basic Needs,t
2025-02-19,Allegheny County,PA,F,25 to 44,Basic Needs,t
2025-02-19,Allegheny County,PA,F,25 to 44,Basic Needs,t
2025-02-19,Allegheny County,PA,F,25 to 44,Basic Needs,t
2025-02-19,Allegheny County,PA,F,25 to 44,Basic Needs,t
2025-02-19,Allegheny County,PA,F,25 to 44,Basic Needs,t
2025-02-19,Allegheny County,PA,F,25 to 44,Basic Needs,t
2025-02-19,Allegheny County,PA,F,25 to 44,Basic Needs,t
2025-02-19,Allegheny County,PA,F,25 to 44,Basic Needs,t
2025-02-19,Allegheny County,PA,F,25 to 44,Basic Needs,t
2025-02-19,Allegheny County,PA,F,25 to 44,Basic Needs,t
2025-02-19,Allegheny County,PA,F,25 to 44,Basic Needs,t
2025-02-19,Allegheny County,PA,F,25 to 44,Basic Needs,t
2025-02-19,Allegheny County,PA,F,25 to 44,Basic Needs,t
2025-02-19,Allegheny County,PA,F,25 to 44,Consumer Services,t
2025-02-19,Allegheny County,PA,F,25 to 44,Consumer Services,t
2025-02-19,Allegheny County,PA,F,25 to 44,Consumer Services,t
2025-02-19,Allegheny County,PA,F,25 to 44,Consumer Services,t
2025-02-19,Allegheny County,PA,F,25 to 44,Consumer Services,t
2025-02-19,Allegheny County,PA,F,25 to 44,Criminal Justice and Legal Services,t
2025-02-19,Allegheny County,PA,F,25 to 44,Education,t
2025-02-19,Allegheny County,PA,F,25 to 44,Education,t
2025-02-19,Allegheny County,PA,F,25 to 44,Education,t
2025-02-19,Allegheny County,PA,F,25 to 44,Education,t
2025-02-19,Allegheny County,PA,F,25 to 44,Income Support and Employment,t
2025-02-19,Allegheny County,PA,F,25 to 44,Income Support and Employment,t
2025-02-19,Allegheny County,PA,F,25 to 44,Income Support and Employment,t
2025-02-19,Allegheny County,PA,F,25 to 44,Income Support and Employment,t
2025-02-19,Allegheny County,PA,F,25 to 44,Individual and Family Life,t
2025-02-19,Allegheny County,PA,F,25 to 44,Individual and Family Life,t
2025-02-19,Allegheny County,PA,F,25 to 44,Mental Health and Substance Use Disorder Services,t
2025-02-19,Allegheny County,PA,F,25 to 44,Organizational/Community/International Services,t
2025-02-19,Allegheny County,PA,F,45 to 64,Basic Needs,f
2025-02-19,Allegheny County,PA,F,45 to 64,Basic Needs,f
2025-02-19,Allegheny County,PA,F,45 to 64,Basic Needs,f
2025-02-19,Allegheny County,PA,F,45 to 64,Basic Needs,f
2025-02-19,Allegheny County,PA,F,45 to 64,Basic Needs,f
2025-02-19,Allegheny County,PA,F,45 to 64,Basic Needs,t
2025-02-19,Allegheny County,PA,F,45 to 64,Basic Needs,t
2025-02-19,Allegheny County,PA,F,45 to 64,Basic Needs,t
2025-02-19,Allegheny County,PA,F,45 to 64,Basic Needs,t
2025-02-19,Allegheny County,PA,F,45 to 64,Basic Needs,t
2025-02-19,Allegheny County,PA,F,45 to 64,Basic Needs,t
2025-02-19,Allegheny County,PA,F,45 to 64,Basic Needs,t
2025-02-19,Allegheny County,PA,F,45 to 64,Basic Needs,t
2025-02-19,Allegheny County,PA,F,45 to 64,Basic Needs,t
2025-02-19,Allegheny County,PA,F,45 to 64,Basic Needs,t
2025-02-19,Allegheny County,PA,F,45 to 64,Basic Needs,t
2025-02-19,Allegheny County,PA,F,45 to 64,Basic Needs,t
2025-02-19,Allegheny County,PA,F,45 to 64,Basic Needs,t
2025-02-19,Allegheny County,PA,F,45 to 64,Basic Needs,t
2025-02-19,Allegheny County,PA,F,45 to 64,Basic Needs,t
2025-02-19,Allegheny County,PA,F,45 to 64,Basic Needs,t
2025-02-19,Allegheny County,PA,F,45 to 64,Basic Needs,t
2025-02-19,Allegheny County,PA,F,45 to 64,Basic Needs,t
2025-02-19,Allegheny County,PA,F,45 to 64,Basic Needs,t
2025-02-19,Allegheny County,PA,F,45 to 64,Basic Needs,t
2025-02-19,Allegheny County,PA,F,45 to 64,Basic Needs,t
2025-02-19,Allegheny County,PA,F,45 to 64,Basic Needs,t
2025-02-19,Allegheny County,PA,F,45 to 64,Basic Needs,t
2025-02-19,Allegheny County,PA,F,45 to 64,Basic Needs,t
2025-02-19,Allegheny County,PA,F,45 to 64,Basic Needs,t
2025-02-19,Allegheny County,PA,F,45 to 64,Basic Needs,t
2025-02-19,Allegheny County,PA,F,45 to 64,Basic Needs,t
2025-02-19,Allegheny County,PA,F,45 to 64,Basic Needs,t
2025-02-19,Allegheny County,PA,F,45 to 64,Basic Needs,t
2025-02-19,Allegheny County,PA,F,45 to 64,Basic Needs,t
2025-02-19,Allegheny County,PA,F,45 to 64,Basic Needs,t
2025-02-19,Allegheny County,PA,F,45 to 64,Basic Needs,t
2025-02-19,Allegheny County,PA,F,45 to 64,Basic Needs,t
2025-02-19,Allegheny County,PA,F,45 to 64,Basic Needs,t
2025-02-19,Allegheny County,PA,F,45 to 64,Basic Needs,t
2025-02-19,Allegheny County,PA,F,45 to 64,Basic Needs,t
2025-02-19,Allegheny County,PA,F,45 to 64,Basic Needs,t
2025-02-19,Allegheny County,PA,F,45 to 64,Basic Needs,t
2025-02-19,Allegheny County,PA,F,45 to 64,Basic Needs,t
2025-02-19,Allegheny County,PA,F,45 to 64,Basic Needs,t
2025-02-19,Allegheny County,PA,F,45 to 64,Basic Needs,t
2025-02-19,Allegheny County,PA,F,45 to 64,Basic Needs,t
2025-02-19,Allegheny County,PA,F,45 to 64,Basic Needs,t
2025-02-19,Allegheny County,PA,F,45 to 64,Basic Needs,t
2025-02-19,Allegheny County,PA,F,45 to 64,Basic Needs,t
2025-02-19,Allegheny County,PA,F,45 to 64,Basic Needs,t
2025-02-19,Allegheny County,PA,F,45 to 64,Basic Needs,t
2025-02-19,Allegheny County,PA,F,45 to 64,Basic Needs,t
2025-02-19,Allegheny County,PA,F,45 to 64,Basic Needs,t
2025-02-19,Allegheny County,PA,F,45 to 64,Basic Needs,t
2025-02-19,Allegheny County,PA,F,45 to 64,Basic Needs,t
2025-02-19,Allegheny County,PA,F,45 to 64,Basic Needs,t
2025-02-19,Allegheny County,PA,F,45 to 64,Basic Needs,t
2025-02-19,Allegheny County,PA,F,45 to 64,Basic Needs,t
2025-02-19,Allegheny County,PA,F,45 to 64,Basic Needs,t
2025-02-19,Allegheny County,PA,F,45 to 64,Basic Needs,t
2025-02-19,Allegheny County,PA,F,45 to 64,Basic Needs,t
2025-02-19,Allegheny County,PA,F,45 to 64,Basic Needs,t
2025-02-19,Allegheny County,PA,F,45 to 64,Consumer Services,t
2025-02-19,Allegheny County,PA,F,45 to 64,Consumer Services,t
2025-02-19,Allegheny County,PA,F,45 to 64,Consumer Services,t
2025-02-19,Allegheny County,PA,F,45 to 64,Consumer Services,t
2025-02-19,Allegheny County,PA,F,45 to 64,Consumer Services,t
2025-02-19,Allegheny County,PA,F,45 to 64,Criminal Justice and Legal Services,t
2025-02-19,Allegheny County,PA,F,45 to 64,Criminal Justice and Legal Services,t
2025-02-19,Allegheny County,PA,F,45 to 64,Criminal Justice and Legal Services,t
2025-02-19,Allegheny County,PA,F,45 to 64,Criminal Justice and Legal Services,t
2025-02-19,Allegheny County,PA,F,45 to 64,Criminal Justice and Legal Services,t
2025-02-19,Allegheny County,PA,F,45 to 64,Criminal Justice and Legal Services,t
2025-02-19,Allegheny County,PA,F,45 to 64,Income Support and Employment,t
2025-02-19,Allegheny County,PA,F,45 to 64,Income Support and Employment,t
2025-02-19,Allegheny County,PA,F,45 to 64,Income Support and Employment,t
2025-02-19,Allegheny County,PA,F,45 to 64,Income Support and Employment,t
2025-02-19,Allegheny County,PA,F,45 to 64,Income Support and Employment,t
2025-02-19,Allegheny County,PA,F,45 to 64,Individual and Family Life,t
2025-02-19,Allegheny County,PA,F,45 to 64,Individual and Family Life,t
2025-02-19,Allegheny County,PA,F,45 to 64,Individual and Family Life,t
2025-02-19,Allegheny County,PA,F,45 to 64,Mental Health and Substance Use Disorder Services,t
2025-02-19,Allegheny County,PA,F,45 to 64,Mental Health and Substance Use Disorder Services,t
2025-02-19,Allegheny County,PA,F,45 to 64,Mental Health and Substance Use Disorder Services,t
2025-02-19,Allegheny County,PA,F,45 to 64,Mental Health and Substance Use Disorder Services,t
2025-02-19,Allegheny County,PA,F,45 to 64,Mental Health and Substance Use Disorder Services,t
2025-02-19,Allegheny County,PA,F,45 to 64,Mental Health and Substance Use Disorder Services,t
2025-02-19,Allegheny County,PA,F,45 to 64,Mental Health and Substance Use Disorder Services,t
2025-02-19,Allegheny County,PA,F,45 to 64,Mental Health and Substance Use Disorder Services,t
2025-02-19,Allegheny County,PA,F,45 to 64,Organizational/Community/International Services,t
2025-02-19,Allegheny County,PA,F,45 to 64,Organizational/Community/International Services,t
2025-02-19,Allegheny County,PA,F,6 to 17,Basic Needs,t
2025-02-19,Allegheny County,PA,F,6 to 17,Basic Needs,t
2025-02-19,Allegheny County,PA,F,6 to 17,Basic Needs,t
2025-02-19,Allegheny County,PA,F,6 to 17,Basic Needs,t
2025-02-19,Allegheny County,PA,F,6 to 17,Basic Needs,t
2025-02-19,Allegheny County,PA,F,6 to 17,Basic Needs,t
2025-02-19,Allegheny County,PA,F,6 to 17,Basic Needs,t
2025-02-19,Allegheny County,PA,F,65 and over,Basic Needs,f
2025-02-19,Allegheny County,PA,F,65 and over,Basic Needs,f
2025-02-19,Allegheny County,PA,F,65 and over,Basic Needs,t
2025-02-19,Allegheny County,PA,F,65 and over,Basic Needs,t
2025-02-19,Allegheny County,PA,F,65 and over,Basic Needs,t
2025-02-19,Allegheny County,PA,F,65 and over,Basic Needs,t
2025-02-19,Allegheny County,PA,F,65 and over,Basic Needs,t
2025-02-19,Allegheny County,PA,F,65 and over,Basic Needs,t
2025-02-19,Allegheny County,PA,F,65 and over,Basic Needs,t
2025-02-19,Allegheny County,PA,F,65 and over,Basic Needs,t
2025-02-19,Allegheny County,PA,F,65 and over,Basic Needs,t
2025-02-19,Allegheny County,PA,F,65 and over,Basic Needs,t
2025-02-19,Allegheny County,PA,F,65 and over,Basic Needs,t
2025-02-19,Allegheny County,PA,F,65 and over,Basic Needs,t
2025-02-19,Allegheny County,PA,F,65 and over,Basic Needs,t
2025-02-19,Allegheny County,PA,F,65 and over,Basic Needs,t
2025-02-19,Allegheny County,PA,F,65 and over,Basic Needs,t
2025-02-19,Allegheny County,PA,F,65 and over,Basic Needs,t
2025-02-19,Allegheny County,PA,F,65 and over,Basic Needs,t
2025-02-19,Allegheny County,PA,F,65 and over,Basic Needs,t
2025-02-19,Allegheny County,PA,F,65 and over,Basic Needs,t
2025-02-19,Allegheny County,PA,F,65 and over,Basic Needs,t
2025-02-19,Allegheny County,PA,F,65 and over,Basic Needs,t
2025-02-19,Allegheny County,PA,F,65 and over,Basic Needs,t
2025-02-19,Allegheny County,PA,F,65 and over,Basic Needs,t
2025-02-19,Allegheny County,PA,F,65 and over,Basic Needs,t
2025-02-19,Allegheny County,PA,F,65 and over,Basic Needs,t
2025-02-19,Allegheny County,PA,F,65 and over,Basic Needs,t
2025-02-19,Allegheny County,PA,F,65 and over,Basic Needs,t
2025-02-19,Allegheny County,PA,F,65 and over,Criminal Justice and Legal Services,t
2025-02-19,Allegheny County,PA,F,65 and over,Criminal Justice and Legal Services,t
2025-02-19,Allegheny County,PA,F,65 and over,Criminal Justice and Legal Services,t
2025-02-19,Allegheny County,PA,F,65 and over,Criminal Justice and Legal Services,t
2025-02-19,Allegheny County,PA,F,65 and over,Criminal Justice and Legal Services,t
2025-02-19,Allegheny County,PA,F,65 and over,Criminal Justice and Legal Services,t
2025-02-19,Allegheny County,PA,F,65 and over,Criminal Justice and Legal Services,t
2025-02-19,Allegheny County,PA,F,65 and over,Health Care,t
2025-02-19,Allegheny County,PA,F,65 and over,Health Care,t
2025-02-19,Allegheny County,PA,F,65 and over,Health Care,t
2025-02-19,Allegheny County,PA,F,65 and over,Individual and Family Life,t
2025-02-19,Allegheny County,PA,F,65 and over,Individual and Family Life,t
2025-02-19,Allegheny County,PA,F,65 and over,Individual and Family Life,t
2025-02-19,Allegheny County,PA,F,65 and over,Individual and Family Life,t
2025-02-19,Allegheny County,PA,F,65 and over,Mental Health and Substance Use Disorder Services,t
2025-02-19,Allegheny County,PA,F,65 and over,Mental Health and Substance Use Disorder Services,t
2025-02-19,Allegheny County,PA,F,65 and over,Mental Health and Substance Use Disorder Services,t
2025-02-19,Allegheny County,PA,F,65 and over,Mental Health and Substance Use Disorder Services,t
2025-02-19,Allegheny County,PA,F,65 and over,Organizational/Community/International Services,t
2025-02-19,Allegheny County,PA,M,25 to 44,Basic Needs,f
2025-02-19,Allegheny County,PA,M,25 to 44,Basic Needs,f
2025-02-19,Allegheny County,PA,M,25 to 44,Basic Needs,f
2025-02-19,Allegheny County,PA,M,25 to 44,Basic Needs,t
2025-02-19,Allegheny County,PA,M,25 to 44,Basic Needs,t
2025-02-19,Allegheny County,PA,M,25 to 44,Basic Needs,t
2025-02-19,Allegheny County,PA,M,25 to 44,Basic Needs,t
2025-02-19,Allegheny County,PA,M,25 to 44,Basic Needs,t
2025-02-19,Allegheny County,PA,M,25 to 44,Basic Needs,t
2025-02-19,Allegheny County,PA,M,25 to 44,Basic Needs,t
2025-02-19,Allegheny County,PA,M,25 to 44,Basic Needs,t
2025-02-19,Allegheny County,PA,M,25 to 44,Basic Needs,t
2025-02-19,Allegheny County,PA,M,25 to 44,Basic Needs,t
2025-02-19,Allegheny County,PA,M,25 to 44,Basic Needs,t
2025-02-19,Allegheny County,PA,M,25 to 44,Basic Needs,t
2025-02-19,Allegheny County,PA,M,25 to 44,Basic Needs,t
2025-02-19,Allegheny County,PA,M,25 to 44,Basic Needs,t
2025-02-19,Allegheny County,PA,M,25 to 44,Basic Needs,t
2025-02-19,Allegheny County,PA,M,25 to 44,Basic Needs,t
2025-02-19,Allegheny County,PA,M,25 to 44,Basic Needs,t
2025-02-19,Allegheny County,PA,M,25 to 44,Basic Needs,t
2025-02-19,Allegheny County,PA,M,25 to 44,Basic Needs,t
2025-02-19,Allegheny County,PA,M,25 to 44,Basic Needs,t
2025-02-19,Allegheny County,PA,M,25 to 44,Basic Needs,t
2025-02-19,Allegheny County,PA,M,25 to 44,Basic Needs,t
2025-02-19,Allegheny County,PA,M,25 to 44,Basic Needs,t
2025-02-19,Allegheny County,PA,M,25 to 44,Basic Needs,t
2025-02-19,Allegheny County,PA,M,25 to 44,Basic Needs,t
2025-02-19,Allegheny County,PA,M,25 to 44,Basic Needs,t
2025-02-19,Allegheny County,PA,M,25 to 44,Basic Needs,t
2025-02-19,Allegheny County,PA,M,25 to 44,Basic Needs,t
2025-02-19,Allegheny County,PA,M,25 to 44,Basic Needs,t
2025-02-19,Allegheny County,PA,M,25 to 44,Criminal Justice and Legal Services,t
2025-02-19,Allegheny County,PA,M,25 to 44,Income Support and Employment,t
2025-02-19,Allegheny County,PA,M,25 to 44,Income Support and Employment,t
2025-02-19,Allegheny County,PA,M,25 to 44,Income Support and Employment,t
2025-02-19,Allegheny County,PA,M,25 to 44,Income Support and Employment,t
2025-02-19,Allegheny County,PA,M,25 to 44,Income Support and Employment,t
2025-02-19,Allegheny County,PA,M,25 to 44,Income Support and Employment,t
2025-02-19,Allegheny County,PA,M,25 to 44,Income Support and Employment,t
2025-02-19,Allegheny County,PA,M,45 to 64,Basic Needs,t
2025-02-19,Allegheny County,PA,M,45 to 64,Basic Needs,t
2025-02-19,Allegheny County,PA,M,45 to 64,Basic Needs,t
2025-02-19,Allegheny County,PA,M,45 to 64,Basic Needs,t
2025-02-19,Allegheny County,PA,M,45 to 64,Basic Needs,t
2025-02-19,Allegheny County,PA,M,45 to 64,Basic Needs,t
2025-02-19,Allegheny County,PA,M,45 to 64,Basic Needs,t
2025-02-19,Allegheny County,PA,M,45 to 64,Basic Needs,t
2025-02-19,Allegheny County,PA,M,45 to 64,Basic Needs,t
2025-02-19,Allegheny County,PA,M,45 to 64,Basic Needs,t
2025-02-19,Allegheny County,PA,M,45 to 64,Basic Needs,t
2025-02-19,Allegheny County,PA,M,45 to 64,Basic Needs,t
2025-02-19,Allegheny County,PA,M,45 to 64,Basic Needs,t
2025-02-19,Allegheny County,PA,M,45 to 64,Basic Needs,t
2025-02-19,Allegheny County,PA,M,45 to 64,Basic Needs,t
2025-02-19,Allegheny County,PA,M,45 to 64,Basic Needs,t
2025-02-19,Allegheny County,PA,M,45 to 64,Basic Needs,t
2025-02-19,Allegheny County,PA,M,45 to 64,Basic Needs,t
2025-02-19,Allegheny County,PA,M,45 to 64,Basic Needs,t
2025-02-19,Allegheny County,PA,M,45 to 64,Basic Needs,t
2025-02-19,Allegheny County,PA,M,45 to 64,Basic Needs,t
2025-02-19,Allegheny County,PA,M,45 to 64,Basic Needs,t
2025-02-19,Allegheny County,PA,M,45 to 64,Basic Needs,t
2025-02-19,Allegheny County,PA,M,45 to 64,Basic Needs,t
2025-02-19,Allegheny County,PA,M,45 to 64,Basic Needs,t
2025-02-19,Allegheny County,PA,M,45 to 64,Criminal Justice and Legal Services,t
2025-02-19,Allegheny County,PA,M,45 to 64,Criminal Justice and Legal Services,t
2025-02-19,Allegheny County,PA,M,45 to 64,Income Support and Employment,t
2025-02-19,Allegheny County,PA,M,45 to 64,Income Support and Employment,t
2025-02-19,Allegheny County,PA,M,45 to 64,Individual and Family Life,t
2025-02-19,Allegheny County,PA,M,45 to 64,Individual and Family Life,t
2025-02-19,Allegheny County,PA,M,45 to 64,Individual and Family Life,t
2025-02-19,Allegheny County,PA,M,45 to 64,Individual and Family Life,t
2025-02-19,Allegheny County,PA,M,45 to 64,Individual and Family Life,t
2025-02-19,Allegheny County,PA,M,45 to 64,Mental Health and Substance Use Disorder Services,t
2025-02-19,Allegheny County,PA,M,45 to 64,Mental Health and Substance Use Disorder Services,t
2025-02-19,Allegheny County,PA,M,45 to 64,Organizational/Community/International Services,t
2025-02-19,Allegheny County,PA,M,45 to 64,Organizational/Community/International Services,t
2025-02-19,Allegheny County,PA,M,45 to 64,Organizational/Community/International Services,t
2025-02-19,Allegheny County,PA,M,65 and over,Basic Needs,t
2025-02-19,Allegheny County,PA,M,65 and over,Basic Needs,t
2025-02-19,Allegheny County,PA,M,65 and over,Basic Needs,t
2025-02-19,Allegheny County,PA,M,65 and over,Basic Needs,t
2025-02-19,Allegheny County,PA,M,65 and over,Basic Needs,t
2025-02-19,Allegheny County,PA,M,65 and over,Basic Needs,t
2025-02-19,Allegheny County,PA,M,65 and over,Basic Needs,t
2025-02-19,Allegheny County,PA,M,65 and over,Basic Needs,t
2025-02-19,Allegheny County,PA,M,65 and over,Basic Needs,t
2025-02-19,Allegheny County,PA,M,65 and over,Basic Needs,t
2025-02-19,Allegheny County,PA,M,65 and over,Basic Needs,t
2025-02-19,Allegheny County,PA,M,65 and over,Basic Needs,t
2025-02-19,Allegheny County,PA,M,65 and over,Basic Needs,t
2025-02-19,Allegheny County,PA,M,65 and over,Basic Needs,t
2025-02-19,Allegheny County,PA,M,65 and over,Basic Needs,t
2025-02-19,Allegheny County,PA,M,65 and over,Individual and Family Life,t
2025-02-19,Beaver County,PA,F,18 to 24,Mental Health and Substance Use Disorder Services,t
2025-02-19,Beaver County,PA,F,18 to 24,Mental Health and Substance Use Disorder Services,t
2025-02-19,Beaver County,PA,F,18 to 24,Mental Health and Substance Use Disorder Services,t
2025-02-19,Butler County,PA,M,25 to 44,Basic Needs,f
2025-02-19,Butler County,PA,M,25 to 44,Income Support and Employment,t
2025-02-19,Butler County,PA,M,65 and over,Basic Needs,t
2025-02-19,Butler County,PA,M,65 and over,Basic Needs,t
2025-02-19,Butler County,PA,M,65 and over,Basic Needs,t
2025-02-19,Butler County,PA,M,65 and over,Basic Needs,t
2025-02-19,Butler County,PA,M,65 and over,Basic Needs,t
2025-02-19,Butler County,PA,M,65 and over,Basic Needs,t
2025-02-19,Butler County,PA,M,65 and over,Income Support and Employment,t
2025-02-19,Cambria County,PA,F,45 to 64,Basic Needs,t
2025-02-19,Cambria County,PA,F,45 to 64,Basic Needs,t
2025-02-19,Cambria County,PA,F,45 to 64,Basic Needs,t
2025-02-19,Cambria County,PA,M,45 to 64,Basic Needs,t
2025-02-19,Cambria County,PA,M,45 to 64,Basic Needs,t
2025-02-19,Cambria County,PA,M,65 and over,Income Support and Employment,t
2025-02-19,Cambria County,PA,M,65 and over,Income Support and Employment,t
2025-02-19,Cambria County,PA,M,65 and over,Income Support and Employment,t
2025-02-19,Cambria County,PA,M,65 and over,Income Support and Employment,t
2025-02-19,Clarion County,PA,F,45 to 64,Basic Needs,t
2025-02-19,Clarion County,PA,F,45 to 64,Basic Needs,t
2025-02-19,Clarion County,PA,F,45 to 64,Basic Needs,t
2025-02-19,Clarion County,PA,F,45 to 64,Basic Needs,t
2025-02-19,Clarion County,PA,F,45 to 64,Basic Needs,t
2025-02-19,Crawford County,PA,F,25 to 44,Basic Needs,t
2025-02-19,Crawford County,PA,F,25 to 44,Basic Needs,t
2025-02-19,Crawford County,PA,F,25 to 44,Organizational/Community/International Services,t
2025-02-19,Erie County,PA,,45 to 64,Consumer Services,t
2025-02-19,Erie County,PA,F,25 to 44,Basic Needs,t
2025-02-19,Erie County,PA,F,25 to 44,Basic Needs,t
2025-02-19,Erie County,PA,F,25 to 44,Basic Needs,t
2025-02-19,Erie County,PA,F,25 to 44,Basic Needs,t
2025-02-19,Erie County,PA,F,25 to 44,Basic Needs,t
2025-02-19,Erie County,PA,F,25 to 44,Basic Needs,t
2025-02-19,Erie County,PA,F,25 to 44,Basic Needs,t
2025-02-19,Erie County,PA,F,45 to 64,Basic Needs,t
2025-02-19,Erie County,PA,F,45 to 64,Basic Needs,t
2025-02-19,Erie County,PA,F,45 to 64,Basic Needs,t
2025-02-19,Erie County,PA,F,45 to 64,Basic Needs,t
2025-02-19,Erie County,PA,F,45 to 64,Basic Needs,t
2025-02-19,Erie County,PA,F,45 to 64,Basic Needs,t
2025-02-19,Erie County,PA,F,45 to 64,Basic Needs,t
2025-02-19,Erie County,PA,F,45 to 64,Basic Needs,t
2025-02-19,Erie County,PA,F,45 to 64,Basic Needs,t
2025-02-19,Erie County,PA,F,45 to 64,Basic Needs,t
2025-02-19,Erie County,PA,F,45 to 64,Basic Needs,t
2025-02-19,Erie County,PA,F,65 and over,Basic Needs,t
2025-02-19,Fayette County,PA,,,Basic Needs,t
2025-02-19,Fayette County,PA,,,Basic Needs,t
