year,Community Board,Borough,Complaint Type,cnt
2015,08 BROOKLYN,BROOKLYN,Noise - Residential,168
2015,08 BROOKLYN,BROOKLYN,PAINT/PLASTER,99
2015,08 BROOKLYN,BROOKLYN,UNSANITARY CONDITION,93
2015,08 BROOKLYN,BROOKLYN,Noise - Street/Sidewalk,63
2015,08 BROOKLYN,BROOKLYN,Noise - Commercial,62
2015,08 BROOKLYN,BROOKLYN,Blocked Driveway,61
2015,08 BROOKLYN,BROOKLYN,PLUMBING,52
2015,08 BROOKLYN,BROOKLYN,DOOR/WINDOW,44
2015,08 BROOKLYN,BROOKLYN,WATER LEAK,38
2015,08 MANHATTAN,MANHATTAN,Noise,182
2015,08 MANHATTAN,MANHATTAN,HEAT/HOT WATER,119
2015,08 MANHATTAN,MANHATTAN,Street Condition,118
2015,08 MANHATTAN,MANHATTAN,Noise - Residential,107
2015,08 MANHATTAN,MANHATTAN,Broken Muni Meter,73
2015,08 MANHATTAN,MANHATTAN,Noise - Commercial,58
2015,08 MANHATTAN,MANHATTAN,Illegal Parking,53
2015,08 MANHATTAN,MANHATTAN,Taxi Complaint,47
2015,08 MANHATTAN,MANHATTAN,UNSANITARY CONDITION,42
2015,08 MANHATTAN,MANHATTAN,General Construction/Plumbing,36
2015,08 QUEENS,QUEENS,Street Condition,119
2015,08 QUEENS,QUEENS,Noise - Residential,99
2015,08 QUEENS,QUEENS,Blocked Driveway,85
2015,08 QUEENS,QUEENS,Water System,81
2015,08 QUEENS,QUEENS,Noise,80
2015,08 QUEENS,QUEENS,Illegal Parking,79
2015,08 QUEENS,QUEENS,Street Light Condition,75
2015,08 QUEENS,QUEENS,HEAT/HOT WATER,63
2015,08 QUEENS,QUEENS,Missed Collection (All Materials),40
2015,08 QUEENS,QUEENS,Sidewalk Condition,28
2015,09 BRONX,BRONX,HEAT/HOT WATER,311
2015,09 BRONX,BRONX,Noise - Residential,211
2015,09 BRONX,BRONX,UNSANITARY CONDITION,90
2015,09 BRONX,BRONX,Blocked Driveway,90
2015,09 BRONX,BRONX,PLUMBING,63
2015,09 BRONX,BRONX,Street Light Condition,61
2015,09 BRONX,BRONX,PAINT/PLASTER,59
2015,09 BRONX,BRONX,Noise - Street/Sidewalk,56
2015,09 BRONX,BRONX,DOOR/WINDOW,55
2015,09 BRONX,BRONX,Street Condition,54
2015,09 BROOKLYN,BROOKLYN,HEAT/HOT WATER,239
2015,09 BROOKLYN,BROOKLYN,Noise - Residential,166
2015,09 BROOKLYN,BROOKLYN,PAINT/PLASTER,99
2015,09 BROOKLYN,BROOKLYN,UNSANITARY CONDITION,92
2015,09 BROOKLYN,BROOKLYN,PLUMBING,81
2015,09 BROOKLYN,BROOKLYN,WATER LEAK,57
2015,09 BROOKLYN,BROOKLYN,Noise - Street/Sidewalk,52
2015,09 BROOKLYN,BROOKLYN,DOOR/WINDOW,51
2015,09 BROOKLYN,BROOKLYN,Illegal Parking,39
2015,09 BROOKLYN,BROOKLYN,FLOORING/STAIRS,36
2015,09 MANHATTAN,MANHATTAN,HEAT/HOT WATER,240
2015,09 MANHATTAN,MANHATTAN,Noise - Residential,220
2015,09 MANHATTAN,MANHATTAN,Noise - Street/Sidewalk,115
2015,09 MANHATTAN,MANHATTAN,PAINT/PLASTER,83
2015,09 MANHATTAN,MANHATTAN,PLUMBING,75
2015,09 MANHATTAN,MANHATTAN,UNSANITARY CONDITION,67
2015,09 MANHATTAN,MANHATTAN,DOOR/WINDOW,59
2015,09 MANHATTAN,MANHATTAN,ELECTRIC,48
2015,09 MANHATTAN,MANHATTAN,Water System,46
2015,09 MANHATTAN,MANHATTAN,FLOORING/STAIRS,45
2015,09 QUEENS,QUEENS,Blocked Driveway,201
2015,09 QUEENS,QUEENS,Noise - Residential,190
2015,09 QUEENS,QUEENS,Illegal Parking,95
2015,09 QUEENS,QUEENS,Street Condition,87
2015,09 QUEENS,QUEENS,Building/Use,56
2015,09 QUEENS,QUEENS,HEAT/HOT WATER,48
2015,09 QUEENS,QUEENS,Dirty Conditions,47
2015,09 QUEENS,QUEENS,Street Light Condition,46
2015,09 QUEENS,QUEENS,Sanitation Condition,39
2015,09 QUEENS,QUEENS,Water System,38
2015,10 BRONX,BRONX,Illegal Parking,95
2015,10 BRONX,BRONX,Street Light Condition,79
2015,10 BRONX,BRONX,Noise - Residential,77
2015,10 BRONX,BRONX,Street Condition,71
2015,10 BRONX,BRONX,Blocked Driveway,63
2015,10 BRONX,BRONX,HEAT/HOT WATER,58
2015,10 BRONX,BRONX,Sidewalk Condition,44
2015,10 BRONX,BRONX,Water System,34
2015,10 BRONX,BRONX,Derelict Vehicle,21
2015,10 BRONX,BRONX,Building/Use,20
2015,10 BROOKLYN,BROOKLYN,HEAT/HOT WATER,121
2015,10 BROOKLYN,BROOKLYN,Illegal Parking,121
2015,10 BROOKLYN,BROOKLYN,Street Condition,85
2015,10 BROOKLYN,BROOKLYN,Blocked Driveway,72
2015,10 BROOKLYN,BROOKLYN,Noise - Residential,70
2015,10 BROOKLYN,BROOKLYN,Street Light Condition,48
2015,10 BROOKLYN,BROOKLYN,UNSANITARY CONDITION,40
2015,10 BROOKLYN,BROOKLYN,PAINT/PLASTER,31
2015,10 BROOKLYN,BROOKLYN,Noise,30
2015,10 BROOKLYN,BROOKLYN,Water System,28
2015,10 MANHATTAN,MANHATTAN,HEAT/HOT WATER,272
2015,10 MANHATTAN,MANHATTAN,Noise - Residential,243
2015,10 MANHATTAN,MANHATTAN,Noise - Street/Sidewalk,131
2015,10 MANHATTAN,MANHATTAN,UNSANITARY CONDITION,82
2015,10 MANHATTAN,MANHATTAN,PAINT/PLASTER,74
2015,10 MANHATTAN,MANHATTAN,PLUMBING,63
2015,10 MANHATTAN,MANHATTAN,Noise - Commercial,56
2015,10 MANHATTAN,MANHATTAN,DOOR/WINDOW,48
2015,10 MANHATTAN,MANHATTAN,GENERAL,47
2015,10 MANHATTAN,MANHATTAN,Illegal Parking,43
2015,10 QUEENS,QUEENS,Blocked Driveway,135
2015,10 QUEENS,QUEENS,Noise - Residential,125
2015,10 QUEENS,QUEENS,Street Condition,112
2015,10 QUEENS,QUEENS,Building/Use,59
2015,10 QUEENS,QUEENS,Illegal Parking,54
2015,10 QUEENS,QUEENS,Street Light Condition,53
2015,10 QUEENS,QUEENS,Water System,49
2015,10 QUEENS,QUEENS,Sewer,43
2015,10 QUEENS,QUEENS,Derelict Vehicle,38
2015,10 QUEENS,QUEENS,HEAT/HOT WATER,33
2015,11 BRONX,BRONX,HEAT/HOT WATER,178
2015,11 BRONX,BRONX,Noise - Residential,154
2015,11 BRONX,BRONX,Blocked Driveway,85
2015,11 BRONX,BRONX,PAINT/PLASTER,64
2015,11 BRONX,BRONX,PLUMBING,57
2015,11 BRONX,BRONX,Street Light Condition,55
2015,11 BRONX,BRONX,UNSANITARY CONDITION,51
2015,11 BRONX,BRONX,Street Condition,50
2015,11 BRONX,BRONX,Illegal Parking,46
2015,11 BRONX,BRONX,Water System,40
2015,11 BROOKLYN,BROOKLYN,HEAT/HOT WATER,150
2015,11 BROOKLYN,BROOKLYN,Blocked Driveway,147
2015,11 BROOKLYN,BROOKLYN,Illegal Parking,123
2015,11 BROOKLYN,BROOKLYN,Noise - Residential,78
2015,11 BROOKLYN,BROOKLYN,Street Condition,67
2015,11 BROOKLYN,BROOKLYN,Water System,54
2015,11 BROOKLYN,BROOKLYN,UNSANITARY CONDITION,50
2015,11 BROOKLYN,BROOKLYN,Street Light Condition,42
2015,11 BROOKLYN,BROOKLYN,Traffic Signal Condition,32
2015,11 BROOKLYN,BROOKLYN,PAINT/PLASTER,31
2015,11 MANHATTAN,MANHATTAN,HEAT/HOT WATER,174
2015,11 MANHATTAN,MANHATTAN,Noise - Residential,164
2015,11 MANHATTAN,MANHATTAN,Noise - Street/Sidewalk,58
2015,11 MANHATTAN,MANHATTAN,UNSANITARY CONDITION,57
2015,11 MANHATTAN,MANHATTAN,Noise - Commercial,51
2015,11 MANHATTAN,MANHATTAN,PAINT/PLASTER,46
2015,11 MANHATTAN,MANHATTAN,Water System,43
2015,11 MANHATTAN,MANHATTAN,PLUMBING,38
2015,11 MANHATTAN,MANHATTAN,Illegal Parking,37
2015,11 MANHATTAN,MANHATTAN,Street Condition,37
2015,11 QUEENS,QUEENS,Street Condition,132
2015,11 QUEENS,QUEENS,Street Light Condition,73
2015,11 QUEENS,QUEENS,Water System,51
2015,11 QUEENS,QUEENS,Illegal Parking,48
2015,11 QUEENS,QUEENS,Blocked Driveway,46
2015,11 QUEENS,QUEENS,Damaged Tree,32
2015,11 QUEENS,QUEENS,Sidewalk Condition,31
2015,11 QUEENS,QUEENS,Noise - Residential,31
2015,11 QUEENS,QUEENS,Sewer,26
2015,11 QUEENS,QUEENS,Overgrown Tree/Branches,24
2015,12 BRONX,BRONX,HEAT/HOT WATER,235
2015,12 BRONX,BRONX,Noise - Residential,192
2015,12 BRONX,BRONX,Blocked Driveway,171
2015,12 BRONX,BRONX,UNSANITARY CONDITION,86
2015,12 BRONX,BRONX,PAINT/PLASTER,78
2015,12 BRONX,BRONX,PLUMBING,69
2015,12 BRONX,BRONX,Water System,67
2015,12 BRONX,BRONX,Street Condition,57
2015,12 BRONX,BRONX,WATER LEAK,57
2015,12 BRONX,BRONX,Illegal Parking,48
2015,12 BROOKLYN,BROOKLYN,Illegal Parking,182
2015,12 BROOKLYN,BROOKLYN,Street Condition,127
2015,12 BROOKLYN,BROOKLYN,HEAT/HOT WATER,123
2015,12 BROOKLYN,BROOKLYN,Blocked Driveway,118
2015,12 BROOKLYN,BROOKLYN,Noise - Residential,84
2015,12 BROOKLYN,BROOKLYN,Street Light Condition,57
2015,12 BROOKLYN,BROOKLYN,Traffic Signal Condition,54
2015,12 BROOKLYN,BROOKLYN,Sanitation Condition,45
2015,12 BROOKLYN,BROOKLYN,PAINT/PLASTER,45
2015,12 BROOKLYN,BROOKLYN,Water System,37
2015,12 MANHATTAN,MANHATTAN,HEAT/HOT WATER,691
2015,12 MANHATTAN,MANHATTAN,Noise - Residential,435
2015,12 MANHATTAN,MANHATTAN,Noise - Street/Sidewalk,240
2015,12 MANHATTAN,MANHATTAN,PAINT/PLASTER,201
2015,12 MANHATTAN,MANHATTAN,UNSANITARY CONDITION,164
2015,12 MANHATTAN,MANHATTAN,PLUMBING,144
2015,12 MANHATTAN,MANHATTAN,Noise - Commercial,140
2015,12 MANHATTAN,MANHATTAN,DOOR/WINDOW,96
2015,12 MANHATTAN,MANHATTAN,Water System,95
2015,12 MANHATTAN,MANHATTAN,WATER LEAK,90
2015,12 QUEENS,QUEENS,Noise - Residential,218
2015,12 QUEENS,QUEENS,HEAT/HOT WATER,134
2015,12 QUEENS,QUEENS,Blocked Driveway,125
2015,12 QUEENS,QUEENS,Street Condition,116
2015,12 QUEENS,QUEENS,Sewer,97
2015,12 QUEENS,QUEENS,Street Light Condition,89
2015,12 QUEENS,QUEENS,Water System,87
2015,12 QUEENS,QUEENS,Illegal Parking,78
2015,12 QUEENS,QUEENS,UNSANITARY CONDITION,70
2015,12 QUEENS,QUEENS,Derelict Vehicles,63
2015,13 BROOKLYN,BROOKLYN,Noise - Residential,87
2015,13 BROOKLYN,BROOKLYN,HEAT/HOT WATER,78
2015,13 BROOKLYN,BROOKLYN,Blocked Driveway,41
2015,13 BROOKLYN,BROOKLYN,Street Condition,39
2015,13 BROOKLYN,BROOKLYN,UNSANITARY CONDITION,35
2015,13 BROOKLYN,BROOKLYN,Illegal Parking,32
2015,13 BROOKLYN,BROOKLYN,Water System,22
2015,13 BROOKLYN,BROOKLYN,PLUMBING,20
2015,13 BROOKLYN,BROOKLYN,PAINT/PLASTER,19
2015,13 BROOKLYN,BROOKLYN,FLOORING/STAIRS,16
2015,13 QUEENS,QUEENS,Street Condition,140
2015,13 QUEENS,QUEENS,Street Light Condition,122
2015,13 QUEENS,QUEENS,Blocked Driveway,91
2015,13 QUEENS,QUEENS,Noise - Residential,77
2015,13 QUEENS,QUEENS,Derelict Vehicle,72
2015,13 QUEENS,QUEENS,Illegal Parking,70
2015,13 QUEENS,QUEENS,Water System,66
2015,13 QUEENS,QUEENS,Damaged Tree,54
2015,13 QUEENS,QUEENS,Sewer,52
2015,13 QUEENS,QUEENS,Overgrown Tree/Branches,50
2015,14 BROOKLYN,BROOKLYN,HEAT/HOT WATER,283
2015,14 BROOKLYN,BROOKLYN,Noise - Residential,197
2015,14 BROOKLYN,BROOKLYN,Blocked Driveway,113
2015,14 BROOKLYN,BROOKLYN,UNSANITARY CONDITION,109
2015,14 BROOKLYN,BROOKLYN,PAINT/PLASTER,105
2015,14 BROOKLYN,BROOKLYN,Illegal Parking,80
2015,14 BROOKLYN,BROOKLYN,Street Condition,72
2015,14 BROOKLYN,BROOKLYN,PLUMBING,69
2015,14 BROOKLYN,BROOKLYN,WATER LEAK,66
2015,14 BROOKLYN,BROOKLYN,DOOR/WINDOW,45
2015,14 QUEENS,QUEENS,HEAT/HOT WATER,110
2015,14 QUEENS,QUEENS,Noise - Residential,85
2015,14 QUEENS,QUEENS,UNSANITARY CONDITION,73
2015,14 QUEENS,QUEENS,Street Condition,58
2015,14 QUEENS,QUEENS,Street Light Condition,46
2015,14 QUEENS,QUEENS,PAINT/PLASTER,42
2015,14 QUEENS,QUEENS,Water System,41
2015,14 QUEENS,QUEENS,PLUMBING,33
2015,14 QUEENS,QUEENS,Sewer,29
2015,14 QUEENS,QUEENS,ELECTRIC,26
2015,15 BROOKLYN,BROOKLYN,Street Condition,133
2015,15 BROOKLYN,BROOKLYN,HEAT/HOT WATER,131
2015,15 BROOKLYN,BROOKLYN,Blocked Driveway,109
2015,15 BROOKLYN,BROOKLYN,Illegal Parking,89
2015,15 BROOKLYN,BROOKLYN,Noise - Residential,67
2015,15 BROOKLYN,BROOKLYN,Water System,49
2015,15 BROOKLYN,BROOKLYN,Street Light Condition,48
2015,15 BROOKLYN,BROOKLYN,Sewer,45
2015,15 BROOKLYN,BROOKLYN,UNSANITARY CONDITION,38
2015,15 BROOKLYN,BROOKLYN,Derelict Vehicle,36
2015,16 BROOKLYN,BROOKLYN,HEAT/HOT WATER,123
2015,16 BROOKLYN,BROOKLYN,Noise - Residential,84
2015,16 BROOKLYN,BROOKLYN,UNSANITARY CONDITION,51
2015,16 BROOKLYN,BROOKLYN,PAINT/PLASTER,37
2015,16 BROOKLYN,BROOKLYN,DOOR/WINDOW,36
2015,16 BROOKLYN,BROOKLYN,Street Condition,33
2015,16 BROOKLYN,BROOKLYN,Blocked Driveway,32
2015,16 BROOKLYN,BROOKLYN,PLUMBING,32
2015,16 BROOKLYN,BROOKLYN,WATER LEAK,29
2015,16 BROOKLYN,BROOKLYN,Water System,28
2015,17 BROOKLYN,BROOKLYN,HEAT/HOT WATER,333
2015,17 BROOKLYN,BROOKLYN,Noise - Residential,188
2015,17 BROOKLYN,BROOKLYN,PAINT/PLASTER,159
2015,17 BROOKLYN,BROOKLYN,Blocked Driveway,138
2015,17 BROOKLYN,BROOKLYN,UNSANITARY CONDITION,135
2015,17 BROOKLYN,BROOKLYN,PLUMBING,94
2015,17 BROOKLYN,BROOKLYN,Street Condition,88
2015,17 BROOKLYN,BROOKLYN,DOOR/WINDOW,70
2015,17 BROOKLYN,BROOKLYN,Water System,44
2015,17 BROOKLYN,BROOKLYN,ELECTRIC,43
2015,18 BROOKLYN,BROOKLYN,Blocked Driveway,187
2015,18 BROOKLYN,BROOKLYN,Street Condition,159
2015,18 BROOKLYN,BROOKLYN,Noise - Residential,153
2015,18 BROOKLYN,BROOKLYN,Illegal Parking,95
2015,18 BROOKLYN,BROOKLYN,HEAT/HOT WATER,87
2015,18 BROOKLYN,BROOKLYN,Derelict Vehicles,69
2015,18 BROOKLYN,BROOKLYN,Water System,61
2015,18 BROOKLYN,BROOKLYN,Derelict Vehicle,60
2015,18 BROOKLYN,BROOKLYN,Sewer,50
2015,18 BROOKLYN,BROOKLYN,Dirty Conditions,42
2015,26 BRONX,BRONX,Highway Condition,3
2015,27 BRONX,BRONX,Water System,1
2015,27 BRONX,BRONX,Highway Condition,1
2015,27 BRONX,BRONX,Derelict Vehicle,1
2015,27 BRONX,BRONX,Taxi Complaint,1
2015,27 BRONX,BRONX,Illegal Parking,1
2015,27 BRONX,BRONX,Noise - Vehicle,1
2015,28 BRONX,BRONX,Street Condition,4
2015,28 BRONX,BRONX,Highway Condition,2
2015,28 BRONX,BRONX,Noise - Street/Sidewalk,1
2015,55 BROOKLYN,BROOKLYN,Noise - Residential,2
2015,55 BROOKLYN,BROOKLYN,HEAT/HOT WATER,1
2015,55 BROOKLYN,BROOKLYN,Maintenance or Facility,1
2015,55 BROOKLYN,BROOKLYN,Water System,1
2015,55 BROOKLYN,BROOKLYN,Dead Tree,1
2015,55 BROOKLYN,BROOKLYN,Street Condition,1
2015,55 BROOKLYN,BROOKLYN,Broken Parking Meter,1
2015,55 BROOKLYN,BROOKLYN,Sanitation Condition,1
2015,55 BROOKLYN,BROOKLYN,General Construction/Plumbing,1
2015,55 BROOKLYN,BROOKLYN,Taxi Report,1
2015,56 BROOKLYN,BROOKLYN,Street Light Condition,1
2015,64 MANHATTAN,MANHATTAN,Noise - Park,2
2015,64 MANHATTAN,MANHATTAN,Bike/Roller/Skate Chronic,1
2015,64 MANHATTAN,MANHATTAN,Street Condition,1
2015,64 MANHATTAN,MANHATTAN,Noise - Commercial,1
2015,64 MANHATTAN,MANHATTAN,Homeless Encampment,1
2015,64 MANHATTAN,MANHATTAN,Emergency Response Team (ERT),1
2015,64 MANHATTAN,MANHATTAN,Noise - Street/Sidewalk,1
2015,64 MANHATTAN,MANHATTAN,Vending,1
2015,80 QUEENS,QUEENS,Taxi Complaint,11
2015,80 QUEENS,QUEENS,Taxi Report,5
2015,80 QUEENS,QUEENS,For Hire Vehicle Complaint,1
2015,81 QUEENS,QUEENS,Highway Condition,9
2015,81 QUEENS,QUEENS,Taxi Complaint,2
2015,81 QUEENS,QUEENS,Street Condition,1
2015,81 QUEENS,QUEENS,Construction,1
2015,81 QUEENS,QUEENS,Beach/Pool/Sauna Complaint,1
2015,81 QUEENS,QUEENS,Water System,1
2015,81 QUEENS,QUEENS,Animal Abuse,1
2015,81 QUEENS,QUEENS,Noise - Street/Sidewalk,1
2015,82 QUEENS,QUEENS,Noise,2
2015,82 QUEENS,QUEENS,Traffic Signal Condition,2
2015,82 QUEENS,QUEENS,Highway Condition,1
2015,82 QUEENS,QUEENS,DOF Property - Reduction Issue,1
2015,82 QUEENS,QUEENS,UNSANITARY CONDITION,1
2015,82 QUEENS,QUEENS,SCRIE,1
2015,83 QUEENS,QUEENS,Taxi Complaint,15
2015,83 QUEENS,QUEENS,Taxi Report,3
2015,83 QUEENS,QUEENS,For Hire Vehicle Complaint,1
2015,83 QUEENS,QUEENS,For Hire Vehicle Report,1
2015,84 QUEENS,QUEENS,Bridge Condition,1
2015,95 STATEN ISLAND,STATEN ISLAND,DPR Internal,1
2015,95 STATEN ISLAND,STATEN ISLAND,Noise,1
2015,95 STATEN ISLAND,STATEN ISLAND,Street Light Condition,1
2015,95 STATEN ISLAND,STATEN ISLAND,Sewer,1
2015,95 STATEN ISLAND,STATEN ISLAND,Illegal Parking,1
2015,Unspecified BRONX,BRONX,Street Light Condition,486
2015,Unspecified BRONX,BRONX,Traffic Signal Condition,137
2015,Unspecified BRONX,BRONX,General Construction/Plumbing,74
2015,Unspecified BRONX,BRONX,Rodent,60
2015,Unspecified BRONX,BRONX,Street Condition,41
2015,Unspecified BRONX,BRONX,HEAT/HOT WATER,19
2015,Unspecified BRONX,BRONX,Maintenance or Facility,17
2015,Unspecified BRONX,BRONX,Water System,14
2015,Unspecified BRONX,BRONX,Highway Condition,9
2015,Unspecified BRONX,BRONX,Sewer,7
2015,Unspecified BROOKLYN,BROOKLYN,Street Light Condition,418
2015,Unspecified BROOKLYN,BROOKLYN,General Construction/Plumbing,332
2015,Unspecified BROOKLYN,BROOKLYN,Traffic Signal Condition,162
2015,Unspecified BROOKLYN,BROOKLYN,Rodent,95
2015,Unspecified BROOKLYN,BROOKLYN,HEAT/HOT WATER,48
2015,Unspecified BROOKLYN,BROOKLYN,Street Condition,42
2015,Unspecified BROOKLYN,BROOKLYN,Graffiti,21
2015,Unspecified BROOKLYN,BROOKLYN,Maintenance or Facility,20
2015,Unspecified BROOKLYN,BROOKLYN,Highway Condition,20
2015,Unspecified BROOKLYN,BROOKLYN,PAINT/PLASTER,12
2015,Unspecified MANHATTAN,MANHATTAN,Street Light Condition,438
2015,Unspecified MANHATTAN,MANHATTAN,Traffic Signal Condition,282
2015,Unspecified MANHATTAN,MANHATTAN,General Construction/Plumbing,198
2015,Unspecified MANHATTAN,MANHATTAN,Rodent,78
2015,Unspecified MANHATTAN,MANHATTAN,Street Condition,34
2015,Unspecified MANHATTAN,MANHATTAN,HEAT/HOT WATER,33
2015,Unspecified MANHATTAN,MANHATTAN,Maintenance or Facility,15
2015,Unspecified MANHATTAN,MANHATTAN,Highway Condition,13
2015,Unspecified MANHATTAN,MANHATTAN,Graffiti,9
2015,Unspecified MANHATTAN,MANHATTAN,PAINT/PLASTER,8
2015,Unspecified QUEENS,QUEENS,Street Light Condition,337
2015,Unspecified QUEENS,QUEENS,General Construction/Plumbing,243
2015,Unspecified QUEENS,QUEENS,Traffic Signal Condition,115
2015,Unspecified QUEENS,QUEENS,Street Condition,107
2015,Unspecified QUEENS,QUEENS,Highway Condition,51
2015,Unspecified QUEENS,QUEENS,Rodent,32
2015,Unspecified QUEENS,QUEENS,Water System,30
2015,Unspecified QUEENS,QUEENS,Maintenance or Facility,26
2015,Unspecified QUEENS,QUEENS,Sewer,21
2015,Unspecified QUEENS,QUEENS,HEAT/HOT WATER,13
2015,Unspecified STATEN ISLAND,STATEN ISLAND,General Construction/Plumbing,31
2015,Unspecified STATEN ISLAND,STATEN ISLAND,Street Condition,26
2015,Unspecified STATEN ISLAND,STATEN ISLAND,Rodent,13
2015,Unspecified STATEN ISLAND,STATEN ISLAND,Highway Condition,10
2015,Unspecified STATEN ISLAND,STATEN ISLAND,Building/Use,6
2015,Unspecified STATEN ISLAND,STATEN ISLAND,Maintenance or Facility,5
2015,Unspecified STATEN ISLAND,STATEN ISLAND,Sewer,5
2015,Unspecified STATEN ISLAND,STATEN ISLAND,Water System,4
2015,Unspecified STATEN ISLAND,STATEN ISLAND,Noise,2
2015,Unspecified STATEN ISLAND,STATEN ISLAND,Sidewalk Condition,2
2016,0 Unspecified,Unspecified,Benefit Card Replacement,971
2016,0 Unspecified,Unspecified,HPD Literature Request,200
2016,0 Unspecified,Unspecified,DOF Parking - Payment Issue,173
2016,0 Unspecified,Unspecified,Illegal Parking,78
2016,0 Unspecified,Unspecified,DCA / DOH New License Application Request,78
2016,0 Unspecified,Unspecified,Street Light Condition,56
2016,0 Unspecified,Unspecified,Noise - Street/Sidewalk,32
2016,0 Unspecified,Unspecified,DOF Parking - Request Status,29
2016,0 Unspecified,Unspecified,DOF Parking - Request Copy,29
2016,0 Unspecified,Unspecified,Taxi Complaint,26
2016,01 BRONX,BRONX,Noise - Residential,155
2016,01 BRONX,BRONX,HEAT/HOT WATER,132
2016,01 BRONX,BRONX,UNSANITARY CONDITION,61
2016,01 BRONX,BRONX,PAINT/PLASTER,38
2016,01 BRONX,BRONX,Street Condition,34
2016,01 BRONX,BRONX,Blocked Driveway,33
2016,01 BRONX,BRONX,Water System,30
2016,01 BRONX,BRONX,WATER LEAK,28
2016,01 BRONX,BRONX,Noise - Street/Sidewalk,27
2016,01 BRONX,BRONX,Illegal Parking,25
2016,01 BROOKLYN,BROOKLYN,Noise - Residential,226
2016,01 BROOKLYN,BROOKLYN,Noise - Commercial,161
2016,01 BROOKLYN,BROOKLYN,Illegal Parking,151
2016,01 BROOKLYN,BROOKLYN,HEAT/HOT WATER,137
2016,01 BROOKLYN,BROOKLYN,Noise - Street/Sidewalk,110
2016,01 BROOKLYN,BROOKLYN,Street Condition,84
2016,01 BROOKLYN,BROOKLYN,Blocked Driveway,84
2016,01 BROOKLYN,BROOKLYN,Noise,81
2016,01 BROOKLYN,BROOKLYN,Water System,80
2016,01 BROOKLYN,BROOKLYN,General Construction/Plumbing,59
2016,01 MANHATTAN,MANHATTAN,Illegal Parking,98
2016,01 MANHATTAN,MANHATTAN,Homeless Person Assistance,80
2016,01 MANHATTAN,MANHATTAN,Noise,79
2016,01 MANHATTAN,MANHATTAN,Noise - Street/Sidewalk,71
2016,01 MANHATTAN,MANHATTAN,Noise - Commercial,39
2016,01 MANHATTAN,MANHATTAN,Street Condition,33
2016,01 MANHATTAN,MANHATTAN,Broken Muni Meter,27
2016,01 MANHATTAN,MANHATTAN,Noise - Residential,27
2016,01 MANHATTAN,MANHATTAN,Food Establishment,26
2016,01 MANHATTAN,MANHATTAN,HEAT/HOT WATER,21
2016,01 QUEENS,QUEENS,Blocked Driveway,206
2016,01 QUEENS,QUEENS,Noise - Residential,189
2016,01 QUEENS,QUEENS,Illegal Parking,140
2016,01 QUEENS,QUEENS,HEAT/HOT WATER,114
2016,01 QUEENS,QUEENS,Street Condition,99
2016,01 QUEENS,QUEENS,Street Light Condition,73
2016,01 QUEENS,QUEENS,Noise - Commercial,61
2016,01 QUEENS,QUEENS,Noise,54
2016,01 QUEENS,QUEENS,Water System,51
2016,01 QUEENS,QUEENS,UNSANITARY CONDITION,49
2016,01 STATEN ISLAND,STATEN ISLAND,Noise - Residential,171
2016,01 STATEN ISLAND,STATEN ISLAND,Street Condition,122
2016,01 STATEN ISLAND,STATEN ISLAND,Water System,107
2016,01 STATEN ISLAND,STATEN ISLAND,Missed Collection (All Materials),102
2016,01 STATEN ISLAND,STATEN ISLAND,Illegal Parking,98
2016,01 STATEN ISLAND,STATEN ISLAND,Street Light Condition,79
2016,01 STATEN ISLAND,STATEN ISLAND,Sewer,64
2016,01 STATEN ISLAND,STATEN ISLAND,Derelict Vehicle,60
2016,01 STATEN ISLAND,STATEN ISLAND,UNSANITARY CONDITION,59
2016,01 STATEN ISLAND,STATEN ISLAND,HEAT/HOT WATER,57
2016,02 BRONX,BRONX,Noise - Residential,87
2016,02 BRONX,BRONX,HEAT/HOT WATER,84
2016,02 BRONX,BRONX,Street Condition,46
2016,02 BRONX,BRONX,PLUMBING,35
2016,02 BRONX,BRONX,Illegal Parking,32
2016,02 BRONX,BRONX,Water System,30
2016,02 BRONX,BRONX,PAINT/PLASTER,29
2016,02 BRONX,BRONX,UNSANITARY CONDITION,28
2016,02 BRONX,BRONX,Street Light Condition,27
2016,02 BRONX,BRONX,DOOR/WINDOW,27
2016,02 BROOKLYN,BROOKLYN,Noise - Residential,326
2016,02 BROOKLYN,BROOKLYN,Illegal Parking,108
2016,02 BROOKLYN,BROOKLYN,Noise,86
2016,02 BROOKLYN,BROOKLYN,HEAT/HOT WATER,62
2016,02 BROOKLYN,BROOKLYN,Street Light Condition,54
2016,02 BROOKLYN,BROOKLYN,Blocked Driveway,51
2016,02 BROOKLYN,BROOKLYN,Street Condition,51
2016,02 BROOKLYN,BROOKLYN,Noise - Street/Sidewalk,46
2016,02 BROOKLYN,BROOKLYN,Noise - Commercial,35
2016,02 BROOKLYN,BROOKLYN,Water System,29
2016,02 MANHATTAN,MANHATTAN,Homeless Person Assistance,154
2016,02 MANHATTAN,MANHATTAN,Noise,132
2016,02 MANHATTAN,MANHATTAN,Noise - Commercial,88
2016,02 MANHATTAN,MANHATTAN,HEAT/HOT WATER,84
2016,02 MANHATTAN,MANHATTAN,Noise - Residential,80
2016,02 MANHATTAN,MANHATTAN,Broken Muni Meter,57
2016,02 MANHATTAN,MANHATTAN,Noise - Street/Sidewalk,52
2016,02 MANHATTAN,MANHATTAN,Street Condition,43
